[2023-02-05 22:18:22] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 22:18:22] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.97_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 22:18:36] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 22:19:20] [Epoch     1/  500] trn/posterior_energy  4.195e+06, trn/neg_log_likelihood  9.279e+04, trn/neg_log_prior  4.102e+06, trn/lr  1.000e-06, val/acc 2.602e-01, val/nll 2.012e+00 (best_acc: 0.000e+00 -> 2.602e-01, test_acc: 2.585e-01, test_nll: 2.006e+00)
[2023-02-05 22:21:50] [Epoch    12/  500] trn/posterior_energy  4.052e+06, trn/neg_log_likelihood  4.766e+04, trn/neg_log_prior  4.004e+06, trn/lr  9.987e-07, val/acc 5.976e-01, val/nll 1.122e+00 (best_acc: 5.534e-01 -> 5.976e-01, test_acc: 5.877e-01, test_nll: 1.146e+00)
[2023-02-05 22:22:04] [Epoch    13/  500] trn/posterior_energy  4.051e+06, trn/neg_log_likelihood  4.560e+04, trn/neg_log_prior  4.006e+06, trn/lr  9.985e-07, val/acc 6.052e-01, val/nll 1.151e+00 (best_acc: 5.976e-01 -> 6.052e-01, test_acc: 6.024e-01, test_nll: 1.157e+00)
[2023-02-05 22:22:18] [Epoch    14/  500] trn/posterior_energy  4.050e+06, trn/neg_log_likelihood  4.346e+04, trn/neg_log_prior  4.007e+06, trn/lr  9.982e-07, val/acc 6.248e-01, val/nll 1.064e+00 (best_acc: 6.052e-01 -> 6.248e-01, test_acc: 6.239e-01, test_nll: 1.086e+00)
[2023-02-05 22:22:32] [Epoch    15/  500] trn/posterior_energy  4.051e+06, trn/neg_log_likelihood  4.262e+04, trn/neg_log_prior  4.008e+06, trn/lr  9.979e-07, val/acc 6.625e-01, val/nll 9.694e-01 (best_acc: 6.248e-01 -> 6.625e-01, test_acc: 6.581e-01, test_nll: 9.874e-01)
[2023-02-05 22:22:44] [Epoch    16/  500] trn/posterior_energy  4.050e+06, trn/neg_log_likelihood  4.139e+04, trn/neg_log_prior  4.009e+06, trn/lr  9.976e-07, val/acc 6.389e-01, val/nll 1.037e+00
[2023-02-05 22:22:56] [Epoch    17/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.988e+04, trn/neg_log_prior  4.009e+06, trn/lr  9.973e-07, val/acc 6.382e-01, val/nll 1.022e+00
[2023-02-05 22:23:08] [Epoch    18/  500] trn/posterior_energy  4.050e+06, trn/neg_log_likelihood  3.966e+04, trn/neg_log_prior  4.010e+06, trn/lr  9.970e-07, val/acc 6.501e-01, val/nll 9.894e-01
[2023-02-05 22:23:22] [Epoch    19/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.802e+04, trn/neg_log_prior  4.010e+06, trn/lr  9.966e-07, val/acc 6.772e-01, val/nll 9.101e-01 (best_acc: 6.625e-01 -> 6.772e-01, test_acc: 6.745e-01, test_nll: 9.148e-01)
[2023-02-05 22:23:34] [Epoch    20/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.719e+04, trn/neg_log_prior  4.010e+06, trn/lr  9.963e-07, val/acc 6.674e-01, val/nll 9.548e-01
[2023-02-05 22:23:48] [Epoch    21/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.733e+04, trn/neg_log_prior  4.011e+06, trn/lr  9.959e-07, val/acc 6.779e-01, val/nll 9.124e-01 (best_acc: 6.772e-01 -> 6.779e-01, test_acc: 6.841e-01, test_nll: 9.158e-01)
[2023-02-05 22:24:01] [Epoch    22/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.690e+04, trn/neg_log_prior  4.011e+06, trn/lr  9.954e-07, val/acc 6.842e-01, val/nll 9.318e-01 (best_acc: 6.779e-01 -> 6.842e-01, test_acc: 6.781e-01, test_nll: 9.421e-01)
[2023-02-05 22:24:13] [Epoch    23/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.634e+04, trn/neg_log_prior  4.011e+06, trn/lr  9.950e-07, val/acc 6.791e-01, val/nll 9.431e-01
[2023-02-05 22:24:25] [Epoch    24/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.619e+04, trn/neg_log_prior  4.012e+06, trn/lr  9.946e-07, val/acc 6.743e-01, val/nll 9.441e-01
[2023-02-05 22:24:39] [Epoch    25/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.661e+04, trn/neg_log_prior  4.012e+06, trn/lr  9.941e-07, val/acc 7.256e-01, val/nll 8.070e-01 (best_acc: 6.842e-01 -> 7.256e-01, test_acc: 7.178e-01, test_nll: 8.220e-01)
[2023-02-05 22:24:51] [Epoch    26/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.599e+04, trn/neg_log_prior  4.012e+06, trn/lr  9.936e-07, val/acc 6.671e-01, val/nll 9.750e-01
[2023-02-05 22:25:03] [Epoch    27/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.615e+04, trn/neg_log_prior  4.013e+06, trn/lr  9.931e-07, val/acc 6.827e-01, val/nll 9.525e-01
[2023-02-05 22:25:14] [Epoch    28/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.496e+04, trn/neg_log_prior  4.012e+06, trn/lr  9.926e-07, val/acc 7.138e-01, val/nll 8.335e-01
[2023-02-05 22:25:26] [Epoch    29/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.527e+04, trn/neg_log_prior  4.013e+06, trn/lr  9.920e-07, val/acc 7.194e-01, val/nll 8.333e-01
[2023-02-05 22:25:38] [Epoch    30/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.507e+04, trn/neg_log_prior  4.013e+06, trn/lr  9.914e-07, val/acc 6.909e-01, val/nll 9.357e-01
[2023-02-05 22:25:50] [Epoch    31/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.403e+04, trn/neg_log_prior  4.013e+06, trn/lr  9.908e-07, val/acc 6.980e-01, val/nll 8.694e-01
[2023-02-05 22:26:02] [Epoch    32/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.448e+04, trn/neg_log_prior  4.013e+06, trn/lr  9.902e-07, val/acc 7.064e-01, val/nll 8.501e-01
[2023-02-05 22:26:14] [Epoch    33/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.413e+04, trn/neg_log_prior  4.013e+06, trn/lr  9.896e-07, val/acc 7.061e-01, val/nll 8.696e-01
[2023-02-05 22:26:26] [Epoch    34/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.459e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.890e-07, val/acc 7.021e-01, val/nll 8.691e-01
[2023-02-05 22:26:38] [Epoch    35/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.457e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.883e-07, val/acc 7.013e-01, val/nll 8.851e-01
[2023-02-05 22:26:50] [Epoch    36/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.359e+04, trn/neg_log_prior  4.013e+06, trn/lr  9.876e-07, val/acc 6.594e-01, val/nll 9.927e-01
[2023-02-05 22:27:02] [Epoch    37/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.376e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.869e-07, val/acc 7.090e-01, val/nll 8.597e-01
[2023-02-05 22:27:14] [Epoch    38/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.432e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.862e-07, val/acc 7.041e-01, val/nll 8.630e-01
[2023-02-05 22:27:28] [Epoch    39/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.404e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.854e-07, val/acc 7.289e-01, val/nll 8.115e-01 (best_acc: 7.256e-01 -> 7.289e-01, test_acc: 7.271e-01, test_nll: 8.222e-01)
[2023-02-05 22:27:42] [Epoch    40/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.356e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.847e-07, val/acc 7.605e-01, val/nll 7.170e-01 (best_acc: 7.289e-01 -> 7.605e-01, test_acc: 7.537e-01, test_nll: 7.337e-01)
[2023-02-05 22:27:54] [Epoch    41/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.310e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.839e-07, val/acc 6.923e-01, val/nll 9.277e-01
[2023-02-05 22:28:05] [Epoch    42/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.351e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.831e-07, val/acc 7.079e-01, val/nll 8.641e-01
[2023-02-05 22:28:17] [Epoch    43/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.375e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.823e-07, val/acc 6.740e-01, val/nll 9.844e-01
[2023-02-05 22:28:30] [Epoch    44/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.448e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.814e-07, val/acc 7.139e-01, val/nll 8.468e-01
[2023-02-05 22:28:42] [Epoch    45/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.261e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.806e-07, val/acc 7.048e-01, val/nll 8.676e-01
[2023-02-05 22:28:54] [Epoch    46/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.382e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.797e-07, val/acc 6.712e-01, val/nll 9.844e-01
[2023-02-05 22:29:06] [Epoch    47/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.310e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.788e-07, val/acc 7.272e-01, val/nll 8.079e-01
[2023-02-05 22:29:18] [Epoch    48/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.393e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.779e-07, val/acc 7.394e-01, val/nll 7.752e-01
[2023-02-05 22:29:30] [Epoch    49/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.384e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.770e-07, val/acc 7.020e-01, val/nll 8.621e-01
[2023-02-05 22:29:43] [Epoch    50/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.271e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.760e-07, val/acc 7.090e-01, val/nll 8.418e-01
[2023-02-05 22:29:55] [Epoch    51/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.349e+04, trn/neg_log_prior  4.014e+06, trn/lr  9.750e-07, val/acc 7.048e-01, val/nll 8.484e-01
[2023-02-05 22:30:07] [Epoch    52/  500] trn/posterior_energy  4.049e+06, trn/neg_log_likelihood  3.387e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.741e-07, val/acc 7.185e-01, val/nll 8.574e-01
[2023-02-05 22:30:20] [Epoch    53/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.266e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.730e-07, val/acc 6.869e-01, val/nll 9.200e-01
[2023-02-05 22:30:32] [Epoch    54/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.274e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.720e-07, val/acc 7.426e-01, val/nll 7.727e-01
[2023-02-05 22:30:45] [Epoch    55/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.292e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.710e-07, val/acc 6.975e-01, val/nll 8.780e-01
[2023-02-05 22:30:57] [Epoch    56/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.313e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.699e-07, val/acc 6.976e-01, val/nll 8.875e-01
[2023-02-05 22:31:10] [Epoch    57/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.291e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.688e-07, val/acc 7.139e-01, val/nll 8.306e-01
[2023-02-05 22:31:22] [Epoch    58/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.268e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.677e-07, val/acc 7.300e-01, val/nll 7.885e-01
[2023-02-05 22:31:35] [Epoch    59/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.283e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.666e-07, val/acc 7.434e-01, val/nll 7.629e-01
[2023-02-05 22:31:47] [Epoch    60/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.229e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.655e-07, val/acc 7.127e-01, val/nll 8.516e-01
[2023-02-05 22:31:59] [Epoch    61/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.238e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.643e-07, val/acc 6.736e-01, val/nll 9.805e-01
[2023-02-05 22:32:11] [Epoch    62/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.262e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.631e-07, val/acc 7.338e-01, val/nll 7.936e-01
[2023-02-05 22:32:23] [Epoch    63/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.297e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.619e-07, val/acc 7.147e-01, val/nll 8.455e-01
[2023-02-05 22:32:35] [Epoch    64/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.240e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.607e-07, val/acc 6.888e-01, val/nll 9.220e-01
[2023-02-05 22:32:47] [Epoch    65/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.265e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.595e-07, val/acc 7.060e-01, val/nll 8.601e-01
[2023-02-05 22:32:59] [Epoch    66/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.253e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.583e-07, val/acc 7.243e-01, val/nll 8.054e-01
[2023-02-05 22:33:11] [Epoch    67/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.242e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.570e-07, val/acc 7.246e-01, val/nll 8.178e-01
[2023-02-05 22:33:22] [Epoch    68/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.247e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.557e-07, val/acc 7.167e-01, val/nll 8.519e-01
[2023-02-05 22:33:34] [Epoch    69/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.263e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.544e-07, val/acc 7.300e-01, val/nll 7.710e-01
[2023-02-05 22:33:46] [Epoch    70/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.244e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.531e-07, val/acc 7.181e-01, val/nll 8.108e-01
[2023-02-05 22:33:58] [Epoch    71/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.195e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.517e-07, val/acc 6.790e-01, val/nll 1.041e+00
[2023-02-05 22:34:10] [Epoch    72/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.286e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.504e-07, val/acc 6.939e-01, val/nll 9.274e-01
[2023-02-05 22:34:22] [Epoch    73/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.171e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.490e-07, val/acc 7.158e-01, val/nll 8.552e-01
[2023-02-05 22:34:34] [Epoch    74/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.213e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.476e-07, val/acc 6.963e-01, val/nll 8.740e-01
[2023-02-05 22:34:46] [Epoch    75/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.259e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.462e-07, val/acc 7.148e-01, val/nll 8.520e-01
[2023-02-05 22:34:58] [Epoch    76/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.264e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.448e-07, val/acc 6.899e-01, val/nll 9.065e-01
[2023-02-05 22:35:10] [Epoch    77/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.183e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.433e-07, val/acc 6.958e-01, val/nll 8.987e-01
[2023-02-05 22:35:21] [Epoch    78/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.231e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.419e-07, val/acc 7.497e-01, val/nll 7.520e-01
[2023-02-05 22:35:33] [Epoch    79/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.232e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.404e-07, val/acc 7.456e-01, val/nll 7.374e-01
[2023-02-05 22:35:44] [Epoch    80/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.161e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.389e-07, val/acc 7.232e-01, val/nll 8.235e-01
[2023-02-05 22:35:56] [Epoch    81/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.304e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.374e-07, val/acc 7.126e-01, val/nll 8.483e-01
[2023-02-05 22:36:08] [Epoch    82/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.187e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.359e-07, val/acc 7.070e-01, val/nll 8.688e-01
[2023-02-05 22:36:20] [Epoch    83/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.240e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.343e-07, val/acc 7.491e-01, val/nll 7.638e-01
[2023-02-05 22:36:32] [Epoch    84/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.231e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.328e-07, val/acc 7.152e-01, val/nll 8.531e-01
[2023-02-05 22:36:44] [Epoch    85/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.195e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.312e-07, val/acc 7.223e-01, val/nll 8.359e-01
[2023-02-05 22:36:56] [Epoch    86/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.174e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.296e-07, val/acc 7.119e-01, val/nll 8.707e-01
[2023-02-05 22:37:07] [Epoch    87/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.249e+04, trn/neg_log_prior  4.016e+06, trn/lr  9.280e-07, val/acc 7.280e-01, val/nll 8.061e-01
[2023-02-05 22:37:19] [Epoch    88/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.221e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.263e-07, val/acc 6.785e-01, val/nll 9.897e-01
[2023-02-05 22:37:31] [Epoch    89/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.228e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.247e-07, val/acc 7.371e-01, val/nll 7.798e-01
[2023-02-05 22:37:43] [Epoch    90/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.187e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.230e-07, val/acc 7.228e-01, val/nll 8.133e-01
[2023-02-05 22:37:55] [Epoch    91/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.199e+04, trn/neg_log_prior  4.016e+06, trn/lr  9.213e-07, val/acc 7.166e-01, val/nll 8.435e-01
[2023-02-05 22:38:07] [Epoch    92/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.126e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.196e-07, val/acc 7.225e-01, val/nll 8.257e-01
[2023-02-05 22:38:19] [Epoch    93/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  3.172e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.179e-07, val/acc 7.046e-01, val/nll 9.145e-01
[2023-02-05 22:38:31] [Epoch    94/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.103e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.162e-07, val/acc 7.246e-01, val/nll 8.330e-01
[2023-02-05 22:38:42] [Epoch    95/  500] trn/posterior_energy  4.046e+06, trn/neg_log_likelihood  3.151e+04, trn/neg_log_prior  4.015e+06, trn/lr  9.144e-07, val/acc 7.354e-01, val/nll 7.844e-01
