[2023-02-05 20:16:58] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 20:16:58] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-07
- args.optim_momentum    : 0.97
- args.prior_precision   : 20.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000003_mo-0.97_pr-03/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 20:17:04] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 20:17:47] [Epoch     1/  500] trn/posterior_energy  2.660e+06, trn/neg_log_likelihood  8.016e+04, trn/neg_log_prior  2.580e+06, trn/lr  3.000e-07, val/acc 4.140e-01, val/nll 1.589e+00 (best_acc: 0.000e+00 -> 4.140e-01, test_acc: 4.171e-01, test_nll: 1.585e+00)
[2023-02-05 20:21:14] [Epoch    16/  500] trn/posterior_energy  2.528e+06, trn/neg_log_likelihood  1.358e+04, trn/neg_log_prior  2.514e+06, trn/lr  2.993e-07, val/acc 8.046e-01, val/nll 5.954e-01
[2023-02-05 20:21:27] [Epoch    17/  500] trn/posterior_energy  2.527e+06, trn/neg_log_likelihood  1.238e+04, trn/neg_log_prior  2.514e+06, trn/lr  2.992e-07, val/acc 8.029e-01, val/nll 6.101e-01
[2023-02-05 20:21:41] [Epoch    18/  500] trn/posterior_energy  2.526e+06, trn/neg_log_likelihood  1.181e+04, trn/neg_log_prior  2.514e+06, trn/lr  2.991e-07, val/acc 8.119e-01, val/nll 5.896e-01 (best_acc: 8.092e-01 -> 8.119e-01, test_acc: 8.055e-01, test_nll: 6.248e-01)
[2023-02-05 20:21:55] [Epoch    19/  500] trn/posterior_energy  2.525e+06, trn/neg_log_likelihood  1.074e+04, trn/neg_log_prior  2.515e+06, trn/lr  2.990e-07, val/acc 8.260e-01, val/nll 5.358e-01 (best_acc: 8.119e-01 -> 8.260e-01, test_acc: 8.278e-01, test_nll: 5.393e-01)
[2023-02-05 20:22:07] [Epoch    20/  500] trn/posterior_energy  2.525e+06, trn/neg_log_likelihood  1.015e+04, trn/neg_log_prior  2.515e+06, trn/lr  2.989e-07, val/acc 8.045e-01, val/nll 6.172e-01
[2023-02-05 20:22:21] [Epoch    21/  500] trn/posterior_energy  2.525e+06, trn/neg_log_likelihood  1.017e+04, trn/neg_log_prior  2.515e+06, trn/lr  2.988e-07, val/acc 8.303e-01, val/nll 5.312e-01 (best_acc: 8.260e-01 -> 8.303e-01, test_acc: 8.274e-01, test_nll: 5.408e-01)
[2023-02-05 20:22:34] [Epoch    22/  500] trn/posterior_energy  2.524e+06, trn/neg_log_likelihood  9.062e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.986e-07, val/acc 7.991e-01, val/nll 6.352e-01
[2023-02-05 20:22:46] [Epoch    23/  500] trn/posterior_energy  2.524e+06, trn/neg_log_likelihood  8.897e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.985e-07, val/acc 8.202e-01, val/nll 5.736e-01
[2023-02-05 20:22:58] [Epoch    24/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  7.890e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.984e-07, val/acc 8.037e-01, val/nll 6.358e-01
[2023-02-05 20:23:12] [Epoch    25/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  7.972e+03, trn/neg_log_prior  2.515e+06, trn/lr  2.982e-07, val/acc 8.338e-01, val/nll 5.469e-01 (best_acc: 8.303e-01 -> 8.338e-01, test_acc: 8.256e-01, test_nll: 5.642e-01)
[2023-02-05 20:23:24] [Epoch    26/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  7.685e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.981e-07, val/acc 7.945e-01, val/nll 6.858e-01
[2023-02-05 20:23:37] [Epoch    27/  500] trn/posterior_energy  2.524e+06, trn/neg_log_likelihood  8.084e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.979e-07, val/acc 8.149e-01, val/nll 6.152e-01
[2023-02-05 20:23:49] [Epoch    28/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.897e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.978e-07, val/acc 7.957e-01, val/nll 6.550e-01
[2023-02-05 20:24:01] [Epoch    29/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.784e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.976e-07, val/acc 7.899e-01, val/nll 7.183e-01
[2023-02-05 20:24:14] [Epoch    30/  500] trn/posterior_energy  2.524e+06, trn/neg_log_likelihood  7.726e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.974e-07, val/acc 8.277e-01, val/nll 5.936e-01
[2023-02-05 20:24:26] [Epoch    31/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.927e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.973e-07, val/acc 8.263e-01, val/nll 5.706e-01
[2023-02-05 20:24:38] [Epoch    32/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.589e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.971e-07, val/acc 8.229e-01, val/nll 5.845e-01
[2023-02-05 20:24:50] [Epoch    33/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.309e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.969e-07, val/acc 8.215e-01, val/nll 6.103e-01
[2023-02-05 20:25:03] [Epoch    34/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  6.099e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.967e-07, val/acc 8.215e-01, val/nll 5.662e-01
[2023-02-05 20:25:15] [Epoch    35/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.954e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.965e-07, val/acc 8.135e-01, val/nll 6.034e-01
[2023-02-05 20:25:27] [Epoch    36/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.832e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.963e-07, val/acc 8.140e-01, val/nll 6.371e-01
[2023-02-05 20:25:39] [Epoch    37/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.561e+03, trn/neg_log_prior  2.517e+06, trn/lr  2.961e-07, val/acc 8.183e-01, val/nll 6.357e-01
[2023-02-05 20:25:51] [Epoch    38/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.583e+03, trn/neg_log_prior  2.517e+06, trn/lr  2.959e-07, val/acc 8.273e-01, val/nll 5.868e-01
[2023-02-05 20:26:04] [Epoch    39/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  6.037e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.956e-07, val/acc 8.096e-01, val/nll 6.355e-01
[2023-02-05 20:26:16] [Epoch    40/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.597e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.954e-07, val/acc 8.213e-01, val/nll 6.073e-01
[2023-02-05 20:26:28] [Epoch    41/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.671e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.952e-07, val/acc 8.219e-01, val/nll 5.936e-01
[2023-02-05 20:26:40] [Epoch    42/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.411e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.949e-07, val/acc 8.177e-01, val/nll 6.262e-01
[2023-02-05 20:26:54] [Epoch    43/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.308e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.947e-07, val/acc 8.395e-01, val/nll 5.246e-01 (best_acc: 8.338e-01 -> 8.395e-01, test_acc: 8.350e-01, test_nll: 5.559e-01)
[2023-02-05 20:27:07] [Epoch    44/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.524e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.944e-07, val/acc 8.279e-01, val/nll 5.684e-01
[2023-02-05 20:27:19] [Epoch    45/  500] trn/posterior_energy  2.523e+06, trn/neg_log_likelihood  6.449e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.942e-07, val/acc 8.094e-01, val/nll 6.540e-01
[2023-02-05 20:27:31] [Epoch    46/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.770e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.939e-07, val/acc 7.966e-01, val/nll 7.039e-01
[2023-02-05 20:27:44] [Epoch    47/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.606e+03, trn/neg_log_prior  2.517e+06, trn/lr  2.936e-07, val/acc 8.169e-01, val/nll 6.539e-01
[2023-02-05 20:27:56] [Epoch    48/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.323e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.934e-07, val/acc 8.305e-01, val/nll 5.806e-01
[2023-02-05 20:28:08] [Epoch    49/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.369e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.931e-07, val/acc 8.204e-01, val/nll 6.038e-01
[2023-02-05 20:28:20] [Epoch    50/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.813e+03, trn/neg_log_prior  2.517e+06, trn/lr  2.928e-07, val/acc 8.122e-01, val/nll 6.516e-01
[2023-02-05 20:28:33] [Epoch    51/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.296e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.925e-07, val/acc 8.218e-01, val/nll 5.957e-01
[2023-02-05 20:28:45] [Epoch    52/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.995e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.922e-07, val/acc 8.169e-01, val/nll 6.498e-01
[2023-02-05 20:28:58] [Epoch    53/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.202e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.919e-07, val/acc 7.831e-01, val/nll 8.195e-01
[2023-02-05 20:29:10] [Epoch    54/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.501e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.916e-07, val/acc 8.256e-01, val/nll 5.927e-01
[2023-02-05 20:29:23] [Epoch    55/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.727e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.913e-07, val/acc 8.285e-01, val/nll 5.814e-01
[2023-02-05 20:29:35] [Epoch    56/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.193e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.910e-07, val/acc 8.106e-01, val/nll 6.874e-01
[2023-02-05 20:29:47] [Epoch    57/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.864e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.906e-07, val/acc 8.173e-01, val/nll 6.386e-01
[2023-02-05 20:30:00] [Epoch    58/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.139e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.903e-07, val/acc 8.136e-01, val/nll 6.386e-01
[2023-02-05 20:30:12] [Epoch    59/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.539e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.900e-07, val/acc 8.150e-01, val/nll 6.287e-01
[2023-02-05 20:30:25] [Epoch    60/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.037e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.896e-07, val/acc 8.003e-01, val/nll 6.951e-01
[2023-02-05 20:30:37] [Epoch    61/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.314e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.893e-07, val/acc 8.035e-01, val/nll 6.800e-01
[2023-02-05 20:30:49] [Epoch    62/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.055e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.889e-07, val/acc 8.280e-01, val/nll 6.150e-01
[2023-02-05 20:31:02] [Epoch    63/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.022e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.886e-07, val/acc 8.071e-01, val/nll 6.522e-01
[2023-02-05 20:31:14] [Epoch    64/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.350e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.882e-07, val/acc 7.913e-01, val/nll 7.592e-01
[2023-02-05 20:31:26] [Epoch    65/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.227e+03, trn/neg_log_prior  2.517e+06, trn/lr  2.878e-07, val/acc 8.236e-01, val/nll 6.158e-01
[2023-02-05 20:31:39] [Epoch    66/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.300e+03, trn/neg_log_prior  2.517e+06, trn/lr  2.875e-07, val/acc 8.281e-01, val/nll 6.046e-01
[2023-02-05 20:31:51] [Epoch    67/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.270e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.871e-07, val/acc 8.347e-01, val/nll 5.875e-01
[2023-02-05 20:32:03] [Epoch    68/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.084e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.867e-07, val/acc 8.204e-01, val/nll 6.302e-01
[2023-02-05 20:32:16] [Epoch    69/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.846e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.863e-07, val/acc 8.340e-01, val/nll 5.620e-01
[2023-02-05 20:32:28] [Epoch    70/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.530e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.859e-07, val/acc 8.354e-01, val/nll 5.663e-01
[2023-02-05 20:32:40] [Epoch    71/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.128e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.855e-07, val/acc 8.177e-01, val/nll 6.213e-01
[2023-02-05 20:32:52] [Epoch    72/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.122e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.851e-07, val/acc 8.268e-01, val/nll 5.946e-01
[2023-02-05 20:33:05] [Epoch    73/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.855e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.847e-07, val/acc 8.167e-01, val/nll 6.578e-01
[2023-02-05 20:33:17] [Epoch    74/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.657e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.843e-07, val/acc 8.230e-01, val/nll 6.230e-01
[2023-02-05 20:33:29] [Epoch    75/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.459e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.839e-07, val/acc 8.150e-01, val/nll 6.461e-01
[2023-02-05 20:33:42] [Epoch    76/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.252e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.834e-07, val/acc 8.181e-01, val/nll 6.534e-01
[2023-02-05 20:33:54] [Epoch    77/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.656e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.830e-07, val/acc 8.260e-01, val/nll 6.141e-01
[2023-02-05 20:34:06] [Epoch    78/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.861e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.826e-07, val/acc 8.037e-01, val/nll 6.966e-01
[2023-02-05 20:34:19] [Epoch    79/  500] trn/posterior_energy  2.522e+06, trn/neg_log_likelihood  5.173e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.821e-07, val/acc 8.320e-01, val/nll 5.663e-01
[2023-02-05 20:34:31] [Epoch    80/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  3.925e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.817e-07, val/acc 8.319e-01, val/nll 5.789e-01
[2023-02-05 20:34:44] [Epoch    81/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.335e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.812e-07, val/acc 8.288e-01, val/nll 5.978e-01
[2023-02-05 20:34:56] [Epoch    82/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.490e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.808e-07, val/acc 8.039e-01, val/nll 6.884e-01
[2023-02-05 20:35:08] [Epoch    83/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.444e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.803e-07, val/acc 8.022e-01, val/nll 7.231e-01
[2023-02-05 20:35:21] [Epoch    84/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.862e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.798e-07, val/acc 8.190e-01, val/nll 6.541e-01
[2023-02-05 20:35:33] [Epoch    85/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  4.382e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.794e-07, val/acc 8.361e-01, val/nll 5.818e-01
[2023-02-05 20:35:45] [Epoch    86/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.228e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.789e-07, val/acc 8.291e-01, val/nll 5.949e-01
[2023-02-05 20:35:57] [Epoch    87/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.292e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.784e-07, val/acc 8.289e-01, val/nll 6.036e-01
[2023-02-05 20:36:09] [Epoch    88/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.095e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.779e-07, val/acc 8.309e-01, val/nll 5.950e-01
[2023-02-05 20:36:22] [Epoch    89/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.050e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.774e-07, val/acc 8.152e-01, val/nll 6.613e-01
[2023-02-05 20:36:34] [Epoch    90/  500] trn/posterior_energy  2.521e+06, trn/neg_log_likelihood  5.225e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.769e-07, val/acc 8.198e-01, val/nll 6.379e-01
[2023-02-05 20:36:46] [Epoch    91/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.035e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.764e-07, val/acc 8.296e-01, val/nll 5.938e-01
[2023-02-05 20:36:59] [Epoch    92/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.731e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.759e-07, val/acc 8.230e-01, val/nll 6.236e-01
[2023-02-05 20:37:11] [Epoch    93/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.271e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.754e-07, val/acc 8.308e-01, val/nll 6.111e-01
[2023-02-05 20:37:23] [Epoch    94/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.476e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.749e-07, val/acc 8.158e-01, val/nll 6.422e-01
[2023-02-05 20:37:36] [Epoch    95/  500] trn/posterior_energy  2.520e+06, trn/neg_log_likelihood  4.159e+03, trn/neg_log_prior  2.516e+06, trn/lr  2.743e-07, val/acc 8.184e-01, val/nll 6.312e-01
