[2023-02-06 10:07:20] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 10:07:20] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.99
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.99_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 10:07:26] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 10:08:10] [Epoch     1/  500] trn/posterior_energy  5.853e+06, trn/neg_log_likelihood  8.394e+04, trn/neg_log_prior  5.770e+06, trn/lr  1.000e-07, val/acc 3.229e-01, val/nll 1.832e+00 (best_acc: 0.000e+00 -> 3.229e-01, test_acc: 3.305e-01, test_nll: 1.830e+00)
[2023-02-06 10:12:57] [Epoch    23/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  3.025e+04, trn/neg_log_prior  5.507e+06, trn/lr  9.950e-08, val/acc 7.416e-01, val/nll 7.773e-01
[2023-02-06 10:13:09] [Epoch    24/  500] trn/posterior_energy  5.539e+06, trn/neg_log_likelihood  3.070e+04, trn/neg_log_prior  5.508e+06, trn/lr  9.946e-08, val/acc 7.400e-01, val/nll 7.872e-01
[2023-02-06 10:13:22] [Epoch    25/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.750e+04, trn/neg_log_prior  5.507e+06, trn/lr  9.941e-08, val/acc 7.358e-01, val/nll 7.862e-01
[2023-02-06 10:13:34] [Epoch    26/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.868e+04, trn/neg_log_prior  5.507e+06, trn/lr  9.936e-08, val/acc 7.198e-01, val/nll 8.236e-01
[2023-02-06 10:13:48] [Epoch    27/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.932e+04, trn/neg_log_prior  5.508e+06, trn/lr  9.931e-08, val/acc 7.705e-01, val/nll 6.890e-01 (best_acc: 7.591e-01 -> 7.705e-01, test_acc: 7.646e-01, test_nll: 7.019e-01)
[2023-02-06 10:14:00] [Epoch    28/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.847e+04, trn/neg_log_prior  5.508e+06, trn/lr  9.926e-08, val/acc 7.178e-01, val/nll 8.259e-01
[2023-02-06 10:14:12] [Epoch    29/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.774e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.920e-08, val/acc 7.482e-01, val/nll 7.664e-01
[2023-02-06 10:14:25] [Epoch    30/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.772e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.914e-08, val/acc 7.540e-01, val/nll 7.469e-01
[2023-02-06 10:14:39] [Epoch    31/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.680e+04, trn/neg_log_prior  5.508e+06, trn/lr  9.908e-08, val/acc 7.773e-01, val/nll 6.776e-01 (best_acc: 7.705e-01 -> 7.773e-01, test_acc: 7.740e-01, test_nll: 6.873e-01)
[2023-02-06 10:14:51] [Epoch    32/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.571e+04, trn/neg_log_prior  5.508e+06, trn/lr  9.902e-08, val/acc 7.451e-01, val/nll 7.918e-01
[2023-02-06 10:15:03] [Epoch    33/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.630e+04, trn/neg_log_prior  5.508e+06, trn/lr  9.896e-08, val/acc 7.665e-01, val/nll 7.070e-01
[2023-02-06 10:15:15] [Epoch    34/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.650e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.890e-08, val/acc 7.713e-01, val/nll 6.893e-01
[2023-02-06 10:15:27] [Epoch    35/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.609e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.883e-08, val/acc 7.616e-01, val/nll 7.364e-01
[2023-02-06 10:15:39] [Epoch    36/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.694e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.876e-08, val/acc 7.408e-01, val/nll 7.683e-01
[2023-02-06 10:15:51] [Epoch    37/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.545e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.869e-08, val/acc 7.690e-01, val/nll 6.968e-01
[2023-02-06 10:16:03] [Epoch    38/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.651e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.862e-08, val/acc 7.541e-01, val/nll 7.599e-01
[2023-02-06 10:16:15] [Epoch    39/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.675e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.854e-08, val/acc 7.604e-01, val/nll 7.211e-01
[2023-02-06 10:16:27] [Epoch    40/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.570e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.847e-08, val/acc 7.689e-01, val/nll 7.021e-01
[2023-02-06 10:16:41] [Epoch    41/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.537e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.839e-08, val/acc 7.777e-01, val/nll 6.770e-01 (best_acc: 7.773e-01 -> 7.777e-01, test_acc: 7.779e-01, test_nll: 6.813e-01)
[2023-02-06 10:16:53] [Epoch    42/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.568e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.831e-08, val/acc 7.660e-01, val/nll 6.975e-01
[2023-02-06 10:17:05] [Epoch    43/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.546e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.823e-08, val/acc 7.720e-01, val/nll 6.799e-01
[2023-02-06 10:17:17] [Epoch    44/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.526e+04, trn/neg_log_prior  5.509e+06, trn/lr  9.814e-08, val/acc 7.645e-01, val/nll 7.133e-01
[2023-02-06 10:17:29] [Epoch    45/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.539e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.806e-08, val/acc 7.720e-01, val/nll 7.096e-01
[2023-02-06 10:17:41] [Epoch    46/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.530e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.797e-08, val/acc 7.438e-01, val/nll 7.808e-01
[2023-02-06 10:17:53] [Epoch    47/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.562e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.788e-08, val/acc 7.691e-01, val/nll 7.015e-01
[2023-02-06 10:18:05] [Epoch    48/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.532e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.779e-08, val/acc 7.572e-01, val/nll 7.184e-01
[2023-02-06 10:18:18] [Epoch    49/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.523e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.770e-08, val/acc 7.793e-01, val/nll 6.556e-01 (best_acc: 7.777e-01 -> 7.793e-01, test_acc: 7.783e-01, test_nll: 6.593e-01)
[2023-02-06 10:18:30] [Epoch    50/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.496e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.760e-08, val/acc 7.392e-01, val/nll 7.940e-01
[2023-02-06 10:18:42] [Epoch    51/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.637e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.750e-08, val/acc 7.640e-01, val/nll 6.985e-01
[2023-02-06 10:18:55] [Epoch    52/  500] trn/posterior_energy  5.538e+06, trn/neg_log_likelihood  2.645e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.741e-08, val/acc 7.628e-01, val/nll 7.168e-01
[2023-02-06 10:19:06] [Epoch    53/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.493e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.730e-08, val/acc 7.386e-01, val/nll 7.845e-01
[2023-02-06 10:19:19] [Epoch    54/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.533e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.720e-08, val/acc 7.563e-01, val/nll 7.383e-01
[2023-02-06 10:19:31] [Epoch    55/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.467e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.710e-08, val/acc 7.582e-01, val/nll 7.557e-01
[2023-02-06 10:19:42] [Epoch    56/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.445e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.699e-08, val/acc 7.678e-01, val/nll 7.042e-01
[2023-02-06 10:19:54] [Epoch    57/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.636e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.688e-08, val/acc 7.448e-01, val/nll 7.748e-01
[2023-02-06 10:20:08] [Epoch    58/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.438e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.677e-08, val/acc 7.875e-01, val/nll 6.343e-01 (best_acc: 7.793e-01 -> 7.875e-01, test_acc: 7.894e-01, test_nll: 6.375e-01)
[2023-02-06 10:20:19] [Epoch    59/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.600e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.666e-08, val/acc 7.822e-01, val/nll 6.680e-01
[2023-02-06 10:20:31] [Epoch    60/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.384e+04, trn/neg_log_prior  5.512e+06, trn/lr  9.655e-08, val/acc 7.740e-01, val/nll 6.701e-01
[2023-02-06 10:20:43] [Epoch    61/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.469e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.643e-08, val/acc 7.582e-01, val/nll 7.365e-01
[2023-02-06 10:20:55] [Epoch    62/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.483e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.631e-08, val/acc 7.858e-01, val/nll 6.486e-01
[2023-02-06 10:21:06] [Epoch    63/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.443e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.619e-08, val/acc 7.469e-01, val/nll 7.519e-01
[2023-02-06 10:21:18] [Epoch    64/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.506e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.607e-08, val/acc 7.780e-01, val/nll 6.828e-01
[2023-02-06 10:21:30] [Epoch    65/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.497e+04, trn/neg_log_prior  5.512e+06, trn/lr  9.595e-08, val/acc 7.473e-01, val/nll 7.628e-01
[2023-02-06 10:21:41] [Epoch    66/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.500e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.583e-08, val/acc 7.503e-01, val/nll 7.749e-01
[2023-02-06 10:21:53] [Epoch    67/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.395e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.570e-08, val/acc 7.844e-01, val/nll 6.629e-01
[2023-02-06 10:22:07] [Epoch    68/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.431e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.557e-08, val/acc 7.885e-01, val/nll 6.445e-01 (best_acc: 7.875e-01 -> 7.885e-01, test_acc: 7.808e-01, test_nll: 6.655e-01)
[2023-02-06 10:22:19] [Epoch    69/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.384e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.544e-08, val/acc 7.515e-01, val/nll 7.726e-01
[2023-02-06 10:22:31] [Epoch    70/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.456e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.531e-08, val/acc 7.800e-01, val/nll 6.679e-01
[2023-02-06 10:22:43] [Epoch    71/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.451e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.517e-08, val/acc 7.707e-01, val/nll 6.991e-01
[2023-02-06 10:22:55] [Epoch    72/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.530e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.504e-08, val/acc 7.455e-01, val/nll 7.800e-01
[2023-02-06 10:23:07] [Epoch    73/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.488e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.490e-08, val/acc 7.719e-01, val/nll 7.245e-01
[2023-02-06 10:23:19] [Epoch    74/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.387e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.476e-08, val/acc 7.535e-01, val/nll 7.501e-01
[2023-02-06 10:23:31] [Epoch    75/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.452e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.462e-08, val/acc 7.860e-01, val/nll 6.439e-01
[2023-02-06 10:23:42] [Epoch    76/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.376e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.448e-08, val/acc 7.527e-01, val/nll 7.605e-01
[2023-02-06 10:23:54] [Epoch    77/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.462e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.433e-08, val/acc 7.773e-01, val/nll 6.808e-01
[2023-02-06 10:24:06] [Epoch    78/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.373e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.419e-08, val/acc 7.782e-01, val/nll 6.820e-01
[2023-02-06 10:24:18] [Epoch    79/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.423e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.404e-08, val/acc 7.606e-01, val/nll 7.244e-01
[2023-02-06 10:24:30] [Epoch    80/  500] trn/posterior_energy  5.536e+06, trn/neg_log_likelihood  2.479e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.389e-08, val/acc 7.549e-01, val/nll 7.530e-01
[2023-02-06 10:24:42] [Epoch    81/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.339e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.374e-08, val/acc 7.475e-01, val/nll 7.547e-01
[2023-02-06 10:24:54] [Epoch    82/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.431e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.359e-08, val/acc 7.527e-01, val/nll 7.602e-01
[2023-02-06 10:25:05] [Epoch    83/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.412e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.343e-08, val/acc 7.569e-01, val/nll 7.343e-01
[2023-02-06 10:25:17] [Epoch    84/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.376e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.328e-08, val/acc 7.762e-01, val/nll 6.681e-01
[2023-02-06 10:25:29] [Epoch    85/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.386e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.312e-08, val/acc 7.810e-01, val/nll 6.730e-01
[2023-02-06 10:25:41] [Epoch    86/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.353e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.296e-08, val/acc 7.534e-01, val/nll 7.553e-01
[2023-02-06 10:25:53] [Epoch    87/  500] trn/posterior_energy  5.537e+06, trn/neg_log_likelihood  2.572e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.280e-08, val/acc 7.865e-01, val/nll 6.495e-01
[2023-02-06 10:26:05] [Epoch    88/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.345e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.263e-08, val/acc 7.737e-01, val/nll 6.780e-01
[2023-02-06 10:26:17] [Epoch    89/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.408e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.247e-08, val/acc 7.460e-01, val/nll 7.827e-01
[2023-02-06 10:26:29] [Epoch    90/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.436e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.230e-08, val/acc 7.574e-01, val/nll 7.207e-01
[2023-02-06 10:26:41] [Epoch    91/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.357e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.213e-08, val/acc 7.607e-01, val/nll 7.145e-01
[2023-02-06 10:26:53] [Epoch    92/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.456e+04, trn/neg_log_prior  5.510e+06, trn/lr  9.196e-08, val/acc 7.705e-01, val/nll 6.856e-01
[2023-02-06 10:27:04] [Epoch    93/  500] trn/posterior_energy  5.534e+06, trn/neg_log_likelihood  2.304e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.179e-08, val/acc 7.869e-01, val/nll 6.516e-01
[2023-02-06 10:27:16] [Epoch    94/  500] trn/posterior_energy  5.535e+06, trn/neg_log_likelihood  2.383e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.162e-08, val/acc 7.719e-01, val/nll 6.980e-01
[2023-02-06 10:27:28] [Epoch    95/  500] trn/posterior_energy  5.533e+06, trn/neg_log_likelihood  2.264e+04, trn/neg_log_prior  5.511e+06, trn/lr  9.144e-08, val/acc 7.792e-01, val/nll 6.753e-01
