[2023-02-06 00:00:29] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-06 00:00:29] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 80.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000010_mo-0.97_pr-05/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-06 00:00:43] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-06 00:01:26] [Epoch     1/  500] trn/posterior_energy  5.723e+06, trn/neg_log_likelihood  9.184e+04, trn/neg_log_prior  5.631e+06, trn/lr  1.000e-06, val/acc 2.364e-01, val/nll 2.027e+00 (best_acc: 0.000e+00 -> 2.364e-01, test_acc: 2.449e-01, test_nll: 2.027e+00)
[2023-02-06 00:03:47] [Epoch    12/  500] trn/posterior_energy  5.560e+06, trn/neg_log_likelihood  6.917e+04, trn/neg_log_prior  5.491e+06, trn/lr  9.987e-07, val/acc 3.524e-01, val/nll 1.749e+00
[2023-02-06 00:03:59] [Epoch    13/  500] trn/posterior_energy  5.559e+06, trn/neg_log_likelihood  6.892e+04, trn/neg_log_prior  5.490e+06, trn/lr  9.985e-07, val/acc 3.719e-01, val/nll 1.680e+00
[2023-02-06 00:04:11] [Epoch    14/  500] trn/posterior_energy  5.561e+06, trn/neg_log_likelihood  6.892e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.982e-07, val/acc 3.701e-01, val/nll 1.703e+00
[2023-02-06 00:04:25] [Epoch    15/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.833e+04, trn/neg_log_prior  5.489e+06, trn/lr  9.979e-07, val/acc 3.845e-01, val/nll 1.712e+00 (best_acc: 3.730e-01 -> 3.845e-01, test_acc: 3.892e-01, test_nll: 1.714e+00)
[2023-02-06 00:04:37] [Epoch    16/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.851e+04, trn/neg_log_prior  5.489e+06, trn/lr  9.976e-07, val/acc 3.679e-01, val/nll 1.667e+00
[2023-02-06 00:04:52] [Epoch    17/  500] trn/posterior_energy  5.559e+06, trn/neg_log_likelihood  6.915e+04, trn/neg_log_prior  5.489e+06, trn/lr  9.973e-07, val/acc 3.865e-01, val/nll 1.632e+00 (best_acc: 3.845e-01 -> 3.865e-01, test_acc: 3.899e-01, test_nll: 1.644e+00)
[2023-02-06 00:05:04] [Epoch    18/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.880e+04, trn/neg_log_prior  5.490e+06, trn/lr  9.970e-07, val/acc 3.527e-01, val/nll 1.773e+00
[2023-02-06 00:05:18] [Epoch    19/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.789e+04, trn/neg_log_prior  5.490e+06, trn/lr  9.966e-07, val/acc 3.988e-01, val/nll 1.650e+00 (best_acc: 3.865e-01 -> 3.988e-01, test_acc: 4.008e-01, test_nll: 1.655e+00)
[2023-02-06 00:05:32] [Epoch    20/  500] trn/posterior_energy  5.559e+06, trn/neg_log_likelihood  6.907e+04, trn/neg_log_prior  5.490e+06, trn/lr  9.963e-07, val/acc 4.033e-01, val/nll 1.613e+00 (best_acc: 3.988e-01 -> 4.033e-01, test_acc: 4.047e-01, test_nll: 1.617e+00)
[2023-02-06 00:05:44] [Epoch    21/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.812e+04, trn/neg_log_prior  5.490e+06, trn/lr  9.959e-07, val/acc 3.873e-01, val/nll 1.608e+00
[2023-02-06 00:05:58] [Epoch    22/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.752e+04, trn/neg_log_prior  5.490e+06, trn/lr  9.954e-07, val/acc 4.063e-01, val/nll 1.605e+00 (best_acc: 4.033e-01 -> 4.063e-01, test_acc: 4.119e-01, test_nll: 1.601e+00)
[2023-02-06 00:06:10] [Epoch    23/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.730e+04, trn/neg_log_prior  5.490e+06, trn/lr  9.950e-07, val/acc 3.577e-01, val/nll 1.727e+00
[2023-02-06 00:06:22] [Epoch    24/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.631e+04, trn/neg_log_prior  5.490e+06, trn/lr  9.946e-07, val/acc 3.187e-01, val/nll 1.821e+00
[2023-02-06 00:06:34] [Epoch    25/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.703e+04, trn/neg_log_prior  5.491e+06, trn/lr  9.941e-07, val/acc 3.941e-01, val/nll 1.605e+00
[2023-02-06 00:06:48] [Epoch    26/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.606e+04, trn/neg_log_prior  5.491e+06, trn/lr  9.936e-07, val/acc 4.183e-01, val/nll 1.576e+00 (best_acc: 4.063e-01 -> 4.183e-01, test_acc: 4.236e-01, test_nll: 1.575e+00)
[2023-02-06 00:07:00] [Epoch    27/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.551e+04, trn/neg_log_prior  5.491e+06, trn/lr  9.931e-07, val/acc 3.908e-01, val/nll 1.660e+00
[2023-02-06 00:07:12] [Epoch    28/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.657e+04, trn/neg_log_prior  5.491e+06, trn/lr  9.926e-07, val/acc 3.988e-01, val/nll 1.632e+00
[2023-02-06 00:07:24] [Epoch    29/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.612e+04, trn/neg_log_prior  5.491e+06, trn/lr  9.920e-07, val/acc 4.112e-01, val/nll 1.558e+00
[2023-02-06 00:07:37] [Epoch    30/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.602e+04, trn/neg_log_prior  5.491e+06, trn/lr  9.914e-07, val/acc 4.019e-01, val/nll 1.591e+00
[2023-02-06 00:07:51] [Epoch    31/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.453e+04, trn/neg_log_prior  5.491e+06, trn/lr  9.908e-07, val/acc 4.256e-01, val/nll 1.544e+00 (best_acc: 4.183e-01 -> 4.256e-01, test_acc: 4.353e-01, test_nll: 1.551e+00)
[2023-02-06 00:08:03] [Epoch    32/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.592e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.902e-07, val/acc 4.153e-01, val/nll 1.564e+00
[2023-02-06 00:08:17] [Epoch    33/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.573e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.896e-07, val/acc 4.314e-01, val/nll 1.554e+00 (best_acc: 4.256e-01 -> 4.314e-01, test_acc: 4.358e-01, test_nll: 1.550e+00)
[2023-02-06 00:08:29] [Epoch    34/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.599e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.890e-07, val/acc 4.001e-01, val/nll 1.632e+00
[2023-02-06 00:08:41] [Epoch    35/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.549e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.883e-07, val/acc 4.153e-01, val/nll 1.585e+00
[2023-02-06 00:08:53] [Epoch    36/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.497e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.876e-07, val/acc 4.003e-01, val/nll 1.647e+00
[2023-02-06 00:09:05] [Epoch    37/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.496e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.869e-07, val/acc 4.270e-01, val/nll 1.531e+00
[2023-02-06 00:09:17] [Epoch    38/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.447e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.862e-07, val/acc 4.144e-01, val/nll 1.581e+00
[2023-02-06 00:09:29] [Epoch    39/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.543e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.854e-07, val/acc 4.273e-01, val/nll 1.540e+00
[2023-02-06 00:09:41] [Epoch    40/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.476e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.847e-07, val/acc 4.252e-01, val/nll 1.550e+00
[2023-02-06 00:09:53] [Epoch    41/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.423e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.839e-07, val/acc 3.867e-01, val/nll 1.643e+00
[2023-02-06 00:10:07] [Epoch    42/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.420e+04, trn/neg_log_prior  5.492e+06, trn/lr  9.831e-07, val/acc 4.416e-01, val/nll 1.537e+00 (best_acc: 4.314e-01 -> 4.416e-01, test_acc: 4.414e-01, test_nll: 1.535e+00)
[2023-02-06 00:10:19] [Epoch    43/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.406e+04, trn/neg_log_prior  5.493e+06, trn/lr  9.823e-07, val/acc 4.212e-01, val/nll 1.540e+00
[2023-02-06 00:10:33] [Epoch    44/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.468e+04, trn/neg_log_prior  5.493e+06, trn/lr  9.814e-07, val/acc 4.610e-01, val/nll 1.500e+00 (best_acc: 4.416e-01 -> 4.610e-01, test_acc: 4.698e-01, test_nll: 1.495e+00)
[2023-02-06 00:10:45] [Epoch    45/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.385e+04, trn/neg_log_prior  5.493e+06, trn/lr  9.806e-07, val/acc 4.409e-01, val/nll 1.505e+00
[2023-02-06 00:10:57] [Epoch    46/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.433e+04, trn/neg_log_prior  5.493e+06, trn/lr  9.797e-07, val/acc 3.971e-01, val/nll 1.565e+00
[2023-02-06 00:11:09] [Epoch    47/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.423e+04, trn/neg_log_prior  5.493e+06, trn/lr  9.788e-07, val/acc 4.418e-01, val/nll 1.488e+00
[2023-02-06 00:11:21] [Epoch    48/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.318e+04, trn/neg_log_prior  5.493e+06, trn/lr  9.779e-07, val/acc 4.091e-01, val/nll 1.642e+00
[2023-02-06 00:11:33] [Epoch    49/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.363e+04, trn/neg_log_prior  5.493e+06, trn/lr  9.770e-07, val/acc 4.369e-01, val/nll 1.507e+00
[2023-02-06 00:11:46] [Epoch    50/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.326e+04, trn/neg_log_prior  5.493e+06, trn/lr  9.760e-07, val/acc 4.720e-01, val/nll 1.422e+00 (best_acc: 4.610e-01 -> 4.720e-01, test_acc: 4.785e-01, test_nll: 1.430e+00)
[2023-02-06 00:11:59] [Epoch    51/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.392e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.750e-07, val/acc 4.329e-01, val/nll 1.579e+00
[2023-02-06 00:12:11] [Epoch    52/  500] trn/posterior_energy  5.560e+06, trn/neg_log_likelihood  6.290e+04, trn/neg_log_prior  5.497e+06, trn/lr  9.741e-07, val/acc 4.405e-01, val/nll 1.503e+00
[2023-02-06 00:12:23] [Epoch    53/  500] trn/posterior_energy  5.559e+06, trn/neg_log_likelihood  6.365e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.730e-07, val/acc 4.483e-01, val/nll 1.502e+00
[2023-02-06 00:12:37] [Epoch    54/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.196e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.720e-07, val/acc 4.770e-01, val/nll 1.436e+00 (best_acc: 4.720e-01 -> 4.770e-01, test_acc: 4.772e-01, test_nll: 1.439e+00)
[2023-02-06 00:12:49] [Epoch    55/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.253e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.710e-07, val/acc 3.656e-01, val/nll 1.727e+00
[2023-02-06 00:13:01] [Epoch    56/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.303e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.699e-07, val/acc 4.488e-01, val/nll 1.497e+00
[2023-02-06 00:13:13] [Epoch    57/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.277e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.688e-07, val/acc 4.311e-01, val/nll 1.517e+00
[2023-02-06 00:13:25] [Epoch    58/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.234e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.677e-07, val/acc 4.583e-01, val/nll 1.506e+00
[2023-02-06 00:13:38] [Epoch    59/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.291e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.666e-07, val/acc 4.518e-01, val/nll 1.461e+00
[2023-02-06 00:13:50] [Epoch    60/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.185e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.655e-07, val/acc 4.264e-01, val/nll 1.564e+00
[2023-02-06 00:14:02] [Epoch    61/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.258e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.643e-07, val/acc 4.639e-01, val/nll 1.464e+00
[2023-02-06 00:14:14] [Epoch    62/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  6.101e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.631e-07, val/acc 4.375e-01, val/nll 1.529e+00
[2023-02-06 00:14:26] [Epoch    63/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.241e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.619e-07, val/acc 4.501e-01, val/nll 1.508e+00
[2023-02-06 00:14:38] [Epoch    64/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.236e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.607e-07, val/acc 4.640e-01, val/nll 1.442e+00
[2023-02-06 00:14:50] [Epoch    65/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.159e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.595e-07, val/acc 3.791e-01, val/nll 1.666e+00
[2023-02-06 00:15:03] [Epoch    66/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.260e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.583e-07, val/acc 4.097e-01, val/nll 1.566e+00
[2023-02-06 00:15:15] [Epoch    67/  500] trn/posterior_energy  5.558e+06, trn/neg_log_likelihood  6.371e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.570e-07, val/acc 3.334e-01, val/nll 1.753e+00
[2023-02-06 00:15:27] [Epoch    68/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.155e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.557e-07, val/acc 3.838e-01, val/nll 1.677e+00
[2023-02-06 00:15:39] [Epoch    69/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.139e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.544e-07, val/acc 4.570e-01, val/nll 1.473e+00
[2023-02-06 00:15:51] [Epoch    70/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.224e+04, trn/neg_log_prior  5.494e+06, trn/lr  9.531e-07, val/acc 4.231e-01, val/nll 1.583e+00
[2023-02-06 00:16:04] [Epoch    71/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.221e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.517e-07, val/acc 4.271e-01, val/nll 1.563e+00
[2023-02-06 00:16:16] [Epoch    72/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  6.079e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.504e-07, val/acc 3.744e-01, val/nll 1.638e+00
[2023-02-06 00:16:28] [Epoch    73/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.235e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.490e-07, val/acc 4.642e-01, val/nll 1.512e+00
[2023-02-06 00:16:40] [Epoch    74/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.108e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.476e-07, val/acc 4.320e-01, val/nll 1.567e+00
[2023-02-06 00:16:52] [Epoch    75/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.193e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.462e-07, val/acc 4.583e-01, val/nll 1.506e+00
[2023-02-06 00:17:04] [Epoch    76/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.162e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.448e-07, val/acc 4.764e-01, val/nll 1.408e+00
[2023-02-06 00:17:17] [Epoch    77/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  6.035e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.433e-07, val/acc 4.629e-01, val/nll 1.461e+00
[2023-02-06 00:17:29] [Epoch    78/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.156e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.419e-07, val/acc 4.284e-01, val/nll 1.498e+00
[2023-02-06 00:17:41] [Epoch    79/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.083e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.404e-07, val/acc 4.514e-01, val/nll 1.498e+00
[2023-02-06 00:17:55] [Epoch    80/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.084e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.389e-07, val/acc 4.801e-01, val/nll 1.404e+00 (best_acc: 4.770e-01 -> 4.801e-01, test_acc: 4.758e-01, test_nll: 1.412e+00)
[2023-02-06 00:18:07] [Epoch    81/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  6.023e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.374e-07, val/acc 4.100e-01, val/nll 1.574e+00
[2023-02-06 00:18:22] [Epoch    82/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.084e+04, trn/neg_log_prior  5.496e+06, trn/lr  9.359e-07, val/acc 4.923e-01, val/nll 1.419e+00 (best_acc: 4.801e-01 -> 4.923e-01, test_acc: 4.837e-01, test_nll: 1.424e+00)
[2023-02-06 00:18:33] [Epoch    83/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.076e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.343e-07, val/acc 4.902e-01, val/nll 1.415e+00
[2023-02-06 00:18:45] [Epoch    84/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.162e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.328e-07, val/acc 4.392e-01, val/nll 1.519e+00
[2023-02-06 00:18:59] [Epoch    85/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.095e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.312e-07, val/acc 5.019e-01, val/nll 1.354e+00 (best_acc: 4.923e-01 -> 5.019e-01, test_acc: 4.956e-01, test_nll: 1.363e+00)
[2023-02-06 00:19:11] [Epoch    86/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.129e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.296e-07, val/acc 4.497e-01, val/nll 1.510e+00
[2023-02-06 00:19:23] [Epoch    87/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.060e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.280e-07, val/acc 4.241e-01, val/nll 1.534e+00
[2023-02-06 00:19:35] [Epoch    88/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  6.005e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.263e-07, val/acc 4.983e-01, val/nll 1.404e+00
[2023-02-06 00:19:47] [Epoch    89/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.979e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.247e-07, val/acc 4.816e-01, val/nll 1.416e+00
[2023-02-06 00:19:59] [Epoch    90/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.932e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.230e-07, val/acc 4.913e-01, val/nll 1.407e+00
[2023-02-06 00:20:11] [Epoch    91/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.057e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.213e-07, val/acc 4.254e-01, val/nll 1.497e+00
[2023-02-06 00:20:23] [Epoch    92/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.074e+04, trn/neg_log_prior  5.496e+06, trn/lr  9.196e-07, val/acc 4.256e-01, val/nll 1.583e+00
[2023-02-06 00:20:35] [Epoch    93/  500] trn/posterior_energy  5.556e+06, trn/neg_log_likelihood  6.057e+04, trn/neg_log_prior  5.496e+06, trn/lr  9.179e-07, val/acc 4.394e-01, val/nll 1.517e+00
[2023-02-06 00:20:47] [Epoch    94/  500] trn/posterior_energy  5.555e+06, trn/neg_log_likelihood  5.943e+04, trn/neg_log_prior  5.495e+06, trn/lr  9.162e-07, val/acc 4.979e-01, val/nll 1.384e+00
[2023-02-06 00:20:59] [Epoch    95/  500] trn/posterior_energy  5.557e+06, trn/neg_log_likelihood  6.089e+04, trn/neg_log_prior  5.496e+06, trn/lr  9.144e-07, val/acc 4.835e-01, val/nll 1.426e+00
