[2023-02-05 18:54:01] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 18:54:01] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 3e-06
- args.optim_momentum    : 0.97
- args.prior_precision   : 10.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000030_mo-0.97_pr-02/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 18:54:06] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 18:54:49] [Epoch     1/  500] trn/posterior_energy  1.155e+06, trn/neg_log_likelihood  9.801e+04, trn/neg_log_prior  1.057e+06, trn/lr  3.000e-06, val/acc 2.312e-01, val/nll 1.994e+00 (best_acc: 0.000e+00 -> 2.312e-01, test_acc: 2.330e-01, test_nll: 1.994e+00)
[2023-02-05 18:57:16] [Epoch    12/  500] trn/posterior_energy  1.055e+06, trn/neg_log_likelihood  3.330e+04, trn/neg_log_prior  1.022e+06, trn/lr  2.996e-06, val/acc 7.256e-01, val/nll 7.879e-01 (best_acc: 7.129e-01 -> 7.256e-01, test_acc: 7.212e-01, test_nll: 8.014e-01)
[2023-02-05 18:57:30] [Epoch    13/  500] trn/posterior_energy  1.055e+06, trn/neg_log_likelihood  3.245e+04, trn/neg_log_prior  1.022e+06, trn/lr  2.995e-06, val/acc 7.292e-01, val/nll 8.300e-01 (best_acc: 7.256e-01 -> 7.292e-01, test_acc: 7.175e-01, test_nll: 8.425e-01)
[2023-02-05 18:57:44] [Epoch    14/  500] trn/posterior_energy  1.056e+06, trn/neg_log_likelihood  3.262e+04, trn/neg_log_prior  1.023e+06, trn/lr  2.995e-06, val/acc 7.390e-01, val/nll 7.682e-01 (best_acc: 7.292e-01 -> 7.390e-01, test_acc: 7.362e-01, test_nll: 7.780e-01)
[2023-02-05 18:57:56] [Epoch    15/  500] trn/posterior_energy  1.055e+06, trn/neg_log_likelihood  3.114e+04, trn/neg_log_prior  1.024e+06, trn/lr  2.994e-06, val/acc 7.322e-01, val/nll 7.683e-01
[2023-02-05 18:58:08] [Epoch    16/  500] trn/posterior_energy  1.055e+06, trn/neg_log_likelihood  3.066e+04, trn/neg_log_prior  1.024e+06, trn/lr  2.993e-06, val/acc 7.341e-01, val/nll 7.664e-01
[2023-02-05 18:58:20] [Epoch    17/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.946e+04, trn/neg_log_prior  1.024e+06, trn/lr  2.992e-06, val/acc 7.235e-01, val/nll 8.161e-01
[2023-02-05 18:58:32] [Epoch    18/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.934e+04, trn/neg_log_prior  1.024e+06, trn/lr  2.991e-06, val/acc 7.310e-01, val/nll 7.741e-01
[2023-02-05 18:58:45] [Epoch    19/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.846e+04, trn/neg_log_prior  1.025e+06, trn/lr  2.990e-06, val/acc 7.489e-01, val/nll 7.246e-01 (best_acc: 7.390e-01 -> 7.489e-01, test_acc: 7.452e-01, test_nll: 7.489e-01)
[2023-02-05 18:58:59] [Epoch    20/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.817e+04, trn/neg_log_prior  1.025e+06, trn/lr  2.989e-06, val/acc 7.523e-01, val/nll 7.373e-01 (best_acc: 7.489e-01 -> 7.523e-01, test_acc: 7.434e-01, test_nll: 7.499e-01)
[2023-02-05 18:59:11] [Epoch    21/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.809e+04, trn/neg_log_prior  1.025e+06, trn/lr  2.988e-06, val/acc 7.469e-01, val/nll 7.566e-01
[2023-02-05 18:59:25] [Epoch    22/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.834e+04, trn/neg_log_prior  1.026e+06, trn/lr  2.986e-06, val/acc 7.540e-01, val/nll 7.116e-01 (best_acc: 7.523e-01 -> 7.540e-01, test_acc: 7.530e-01, test_nll: 7.107e-01)
[2023-02-05 18:59:36] [Epoch    23/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.694e+04, trn/neg_log_prior  1.026e+06, trn/lr  2.985e-06, val/acc 7.506e-01, val/nll 7.289e-01
[2023-02-05 18:59:48] [Epoch    24/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.771e+04, trn/neg_log_prior  1.026e+06, trn/lr  2.984e-06, val/acc 7.169e-01, val/nll 8.271e-01
[2023-02-05 19:00:00] [Epoch    25/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.735e+04, trn/neg_log_prior  1.026e+06, trn/lr  2.982e-06, val/acc 7.520e-01, val/nll 7.244e-01
[2023-02-05 19:00:12] [Epoch    26/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.676e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.981e-06, val/acc 7.515e-01, val/nll 7.309e-01
[2023-02-05 19:00:26] [Epoch    27/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.635e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.979e-06, val/acc 7.595e-01, val/nll 7.147e-01 (best_acc: 7.540e-01 -> 7.595e-01, test_acc: 7.520e-01, test_nll: 7.274e-01)
[2023-02-05 19:00:37] [Epoch    28/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.661e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.978e-06, val/acc 7.503e-01, val/nll 7.335e-01
[2023-02-05 19:00:49] [Epoch    29/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.635e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.976e-06, val/acc 7.485e-01, val/nll 7.249e-01
[2023-02-05 19:01:01] [Epoch    30/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.676e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.974e-06, val/acc 7.481e-01, val/nll 7.377e-01
[2023-02-05 19:01:13] [Epoch    31/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.540e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.973e-06, val/acc 7.570e-01, val/nll 7.125e-01
[2023-02-05 19:01:25] [Epoch    32/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.576e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.971e-06, val/acc 7.441e-01, val/nll 7.530e-01
[2023-02-05 19:01:39] [Epoch    33/  500] trn/posterior_energy  1.052e+06, trn/neg_log_likelihood  2.503e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.969e-06, val/acc 7.632e-01, val/nll 6.919e-01 (best_acc: 7.595e-01 -> 7.632e-01, test_acc: 7.623e-01, test_nll: 7.036e-01)
[2023-02-05 19:01:53] [Epoch    34/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.536e+04, trn/neg_log_prior  1.028e+06, trn/lr  2.967e-06, val/acc 7.640e-01, val/nll 6.894e-01 (best_acc: 7.632e-01 -> 7.640e-01, test_acc: 7.610e-01, test_nll: 6.915e-01)
[2023-02-05 19:02:05] [Epoch    35/  500] trn/posterior_energy  1.052e+06, trn/neg_log_likelihood  2.489e+04, trn/neg_log_prior  1.027e+06, trn/lr  2.965e-06, val/acc 7.420e-01, val/nll 7.617e-01
[2023-02-05 19:02:17] [Epoch    36/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.502e+04, trn/neg_log_prior  1.028e+06, trn/lr  2.963e-06, val/acc 7.450e-01, val/nll 7.487e-01
[2023-02-05 19:02:29] [Epoch    37/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.471e+04, trn/neg_log_prior  1.028e+06, trn/lr  2.961e-06, val/acc 7.527e-01, val/nll 7.297e-01
[2023-02-05 19:02:40] [Epoch    38/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.491e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.959e-06, val/acc 7.556e-01, val/nll 7.179e-01
[2023-02-05 19:02:54] [Epoch    39/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.483e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.956e-06, val/acc 7.664e-01, val/nll 6.725e-01 (best_acc: 7.640e-01 -> 7.664e-01, test_acc: 7.611e-01, test_nll: 6.923e-01)
[2023-02-05 19:03:06] [Epoch    40/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.462e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.954e-06, val/acc 7.518e-01, val/nll 7.202e-01
[2023-02-05 19:03:18] [Epoch    41/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.453e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.952e-06, val/acc 7.441e-01, val/nll 7.638e-01
[2023-02-05 19:03:32] [Epoch    42/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.473e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.949e-06, val/acc 7.804e-01, val/nll 6.425e-01 (best_acc: 7.664e-01 -> 7.804e-01, test_acc: 7.788e-01, test_nll: 6.566e-01)
[2023-02-05 19:03:44] [Epoch    43/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.456e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.947e-06, val/acc 7.741e-01, val/nll 6.662e-01
[2023-02-05 19:03:56] [Epoch    44/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.445e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.944e-06, val/acc 7.735e-01, val/nll 6.525e-01
[2023-02-05 19:04:08] [Epoch    45/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.366e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.942e-06, val/acc 7.545e-01, val/nll 7.413e-01
[2023-02-05 19:04:20] [Epoch    46/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.468e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.939e-06, val/acc 7.767e-01, val/nll 6.587e-01
[2023-02-05 19:04:34] [Epoch    47/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.444e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.936e-06, val/acc 7.989e-01, val/nll 5.962e-01 (best_acc: 7.804e-01 -> 7.989e-01, test_acc: 7.918e-01, test_nll: 6.138e-01)
[2023-02-05 19:04:45] [Epoch    48/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.400e+04, trn/neg_log_prior  1.029e+06, trn/lr  2.934e-06, val/acc 7.488e-01, val/nll 7.464e-01
[2023-02-05 19:04:59] [Epoch    49/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.364e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.931e-06, val/acc 7.990e-01, val/nll 5.994e-01 (best_acc: 7.989e-01 -> 7.990e-01, test_acc: 7.932e-01, test_nll: 6.181e-01)
[2023-02-05 19:05:11] [Epoch    50/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.380e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.928e-06, val/acc 7.853e-01, val/nll 6.486e-01
[2023-02-05 19:05:23] [Epoch    51/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.420e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.925e-06, val/acc 7.752e-01, val/nll 6.542e-01
[2023-02-05 19:05:35] [Epoch    52/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.311e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.922e-06, val/acc 7.528e-01, val/nll 7.021e-01
[2023-02-05 19:05:47] [Epoch    53/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.334e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.919e-06, val/acc 7.572e-01, val/nll 7.006e-01
[2023-02-05 19:05:59] [Epoch    54/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.387e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.916e-06, val/acc 7.677e-01, val/nll 6.714e-01
[2023-02-05 19:06:11] [Epoch    55/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.364e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.913e-06, val/acc 7.793e-01, val/nll 6.603e-01
[2023-02-05 19:06:23] [Epoch    56/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.373e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.910e-06, val/acc 7.580e-01, val/nll 7.053e-01
[2023-02-05 19:06:35] [Epoch    57/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.385e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.906e-06, val/acc 7.561e-01, val/nll 7.248e-01
[2023-02-05 19:06:47] [Epoch    58/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.353e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.903e-06, val/acc 7.629e-01, val/nll 6.924e-01
[2023-02-05 19:06:59] [Epoch    59/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.309e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.900e-06, val/acc 7.614e-01, val/nll 7.118e-01
[2023-02-05 19:07:11] [Epoch    60/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.267e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.896e-06, val/acc 7.727e-01, val/nll 6.691e-01
[2023-02-05 19:07:23] [Epoch    61/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.335e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.893e-06, val/acc 7.740e-01, val/nll 6.605e-01
[2023-02-05 19:07:35] [Epoch    62/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.286e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.889e-06, val/acc 7.688e-01, val/nll 6.812e-01
[2023-02-05 19:07:47] [Epoch    63/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.296e+04, trn/neg_log_prior  1.030e+06, trn/lr  2.886e-06, val/acc 7.865e-01, val/nll 6.272e-01
[2023-02-05 19:07:59] [Epoch    64/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.319e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.882e-06, val/acc 7.593e-01, val/nll 7.025e-01
[2023-02-05 19:08:11] [Epoch    65/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.327e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.878e-06, val/acc 7.820e-01, val/nll 6.445e-01
[2023-02-05 19:08:23] [Epoch    66/  500] trn/posterior_energy  1.055e+06, trn/neg_log_likelihood  2.326e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.875e-06, val/acc 7.764e-01, val/nll 6.608e-01
[2023-02-05 19:08:35] [Epoch    67/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.275e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.871e-06, val/acc 7.687e-01, val/nll 6.823e-01
[2023-02-05 19:08:47] [Epoch    68/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.296e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.867e-06, val/acc 7.704e-01, val/nll 6.821e-01
[2023-02-05 19:08:59] [Epoch    69/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.297e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.863e-06, val/acc 7.677e-01, val/nll 6.758e-01
[2023-02-05 19:09:11] [Epoch    70/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.260e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.859e-06, val/acc 7.749e-01, val/nll 6.675e-01
[2023-02-05 19:09:23] [Epoch    71/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.217e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.855e-06, val/acc 7.614e-01, val/nll 6.858e-01
[2023-02-05 19:09:35] [Epoch    72/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.253e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.851e-06, val/acc 7.512e-01, val/nll 7.351e-01
[2023-02-05 19:09:46] [Epoch    73/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.217e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.847e-06, val/acc 7.504e-01, val/nll 7.532e-01
[2023-02-05 19:09:58] [Epoch    74/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.201e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.843e-06, val/acc 7.532e-01, val/nll 7.064e-01
[2023-02-05 19:10:10] [Epoch    75/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.237e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.839e-06, val/acc 7.673e-01, val/nll 7.023e-01
[2023-02-05 19:10:22] [Epoch    76/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.222e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.834e-06, val/acc 7.541e-01, val/nll 7.348e-01
[2023-02-05 19:10:34] [Epoch    77/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.224e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.830e-06, val/acc 7.437e-01, val/nll 7.623e-01
[2023-02-05 19:10:46] [Epoch    78/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.261e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.826e-06, val/acc 7.946e-01, val/nll 5.978e-01
[2023-02-05 19:10:58] [Epoch    79/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.263e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.821e-06, val/acc 7.606e-01, val/nll 7.087e-01
[2023-02-05 19:11:10] [Epoch    80/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.218e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.817e-06, val/acc 7.842e-01, val/nll 6.361e-01
[2023-02-05 19:11:22] [Epoch    81/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.242e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.812e-06, val/acc 7.685e-01, val/nll 6.813e-01
[2023-02-05 19:11:34] [Epoch    82/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.219e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.808e-06, val/acc 7.691e-01, val/nll 6.832e-01
[2023-02-05 19:11:46] [Epoch    83/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.216e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.803e-06, val/acc 7.938e-01, val/nll 5.957e-01
[2023-02-05 19:11:57] [Epoch    84/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.203e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.798e-06, val/acc 7.822e-01, val/nll 6.600e-01
[2023-02-05 19:12:09] [Epoch    85/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.248e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.794e-06, val/acc 7.893e-01, val/nll 6.203e-01
[2023-02-05 19:12:21] [Epoch    86/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.195e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.789e-06, val/acc 7.787e-01, val/nll 6.576e-01
[2023-02-05 19:12:33] [Epoch    87/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.226e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.784e-06, val/acc 7.739e-01, val/nll 6.572e-01
[2023-02-05 19:12:45] [Epoch    88/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.191e+04, trn/neg_log_prior  1.031e+06, trn/lr  2.779e-06, val/acc 7.725e-01, val/nll 6.727e-01
[2023-02-05 19:12:57] [Epoch    89/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.196e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.774e-06, val/acc 7.789e-01, val/nll 6.490e-01
[2023-02-05 19:13:09] [Epoch    90/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.124e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.769e-06, val/acc 7.446e-01, val/nll 7.548e-01
[2023-02-05 19:13:21] [Epoch    91/  500] trn/posterior_energy  1.053e+06, trn/neg_log_likelihood  2.108e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.764e-06, val/acc 7.829e-01, val/nll 6.302e-01
[2023-02-05 19:13:33] [Epoch    92/  500] trn/posterior_energy  1.055e+06, trn/neg_log_likelihood  2.297e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.759e-06, val/acc 7.888e-01, val/nll 6.330e-01
[2023-02-05 19:13:45] [Epoch    93/  500] trn/posterior_energy  1.054e+06, trn/neg_log_likelihood  2.178e+04, trn/neg_log_prior  1.032e+06, trn/lr  2.754e-06, val/acc 7.719e-01, val/nll 6.724e-01
