[2023-02-05 12:00:01] Environments:
------------  ------------------------------------------------------------
sys.platform  linux
Python        3.8.10 (default, Nov 14 2022, 12:59:47) [GCC 9.4.0]
JAX           0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jax
jaxlib        0.4.2 @/home/giung/.local/lib/python3.8/site-packages/jaxlib
Flax          0.6.4 @/home/giung/.local/lib/python3.8/site-packages/flax
Optax         0.1.4 @/home/giung/.local/lib/python3.8/site-packages/optax
------------  ------------------------------------------------------------

[2023-02-05 12:00:01] Command line arguments:
- args.data_root         : ./data/
- args.data_name         : CIFAR10_x32
- args.data_augmentation : none
- args.data_proportional : 1.0
- args.model_depth       : 20
- args.model_width       : 4
- args.model_style       : FRN-Swish
- args.optim_bs          : 80
- args.optim_ne          : 500
- args.optim_lr          : 1e-07
- args.optim_momentum    : 0.9
- args.prior_precision   : 40.0
- args.save              : /home/giung/giung2-dev/projects/bnn-sgmcmc/save/CIFAR10_x32/R20x4-FRN-Swish/SGDM/bs-0080_ne-0500_lr-0.0000001_mo-0.90_pr-04/42
- args.seed              : 42
- args.precision         : fp32

[2023-02-05 12:00:16] Multiple local devices are detected:
[TpuDevice(id=0, process_index=0, coords=(0,0,0), core_on_chip=0), TpuDevice(id=1, process_index=0, coords=(0,0,0), core_on_chip=1), TpuDevice(id=2, process_index=0, coords=(1,0,0), core_on_chip=0), TpuDevice(id=3, process_index=0, coords=(1,0,0), core_on_chip=1), TpuDevice(id=4, process_index=0, coords=(0,1,0), core_on_chip=0), TpuDevice(id=5, process_index=0, coords=(0,1,0), core_on_chip=1), TpuDevice(id=6, process_index=0, coords=(1,1,0), core_on_chip=0), TpuDevice(id=7, process_index=0, coords=(1,1,0), core_on_chip=1)]

[2023-02-05 12:00:59] [Epoch     1/  500] trn/posterior_energy  4.253e+06, trn/neg_log_likelihood  8.102e+04, trn/neg_log_prior  4.172e+06, trn/lr  1.000e-07, val/acc 3.748e-01, val/nll 1.680e+00 (best_acc: 0.000e+00 -> 3.748e-01, test_acc: 3.744e-01, test_nll: 1.680e+00)
[2023-02-05 12:03:31] [Epoch    12/  500] trn/posterior_energy  4.136e+06, trn/neg_log_likelihood  2.818e+04, trn/neg_log_prior  4.108e+06, trn/lr  9.987e-08, val/acc 7.232e-01, val/nll 7.943e-01 (best_acc: 7.098e-01 -> 7.232e-01, test_acc: 7.190e-01, test_nll: 7.969e-01)
[2023-02-05 12:03:43] [Epoch    13/  500] trn/posterior_energy  4.129e+06, trn/neg_log_likelihood  2.594e+04, trn/neg_log_prior  4.103e+06, trn/lr  9.985e-08, val/acc 7.180e-01, val/nll 8.190e-01
[2023-02-05 12:03:57] [Epoch    14/  500] trn/posterior_energy  4.124e+06, trn/neg_log_likelihood  2.469e+04, trn/neg_log_prior  4.099e+06, trn/lr  9.982e-08, val/acc 7.416e-01, val/nll 7.461e-01 (best_acc: 7.232e-01 -> 7.416e-01, test_acc: 7.385e-01, test_nll: 7.562e-01)
[2023-02-05 12:04:09] [Epoch    15/  500] trn/posterior_energy  4.118e+06, trn/neg_log_likelihood  2.266e+04, trn/neg_log_prior  4.095e+06, trn/lr  9.979e-08, val/acc 7.274e-01, val/nll 7.801e-01
[2023-02-05 12:04:24] [Epoch    16/  500] trn/posterior_energy  4.112e+06, trn/neg_log_likelihood  2.055e+04, trn/neg_log_prior  4.091e+06, trn/lr  9.976e-08, val/acc 7.466e-01, val/nll 7.507e-01 (best_acc: 7.416e-01 -> 7.466e-01, test_acc: 7.340e-01, test_nll: 7.652e-01)
[2023-02-05 12:04:36] [Epoch    17/  500] trn/posterior_energy  4.107e+06, trn/neg_log_likelihood  1.921e+04, trn/neg_log_prior  4.087e+06, trn/lr  9.973e-08, val/acc 7.427e-01, val/nll 7.729e-01
[2023-02-05 12:04:48] [Epoch    18/  500] trn/posterior_energy  4.101e+06, trn/neg_log_likelihood  1.664e+04, trn/neg_log_prior  4.084e+06, trn/lr  9.970e-08, val/acc 7.144e-01, val/nll 8.774e-01
[2023-02-05 12:05:00] [Epoch    19/  500] trn/posterior_energy  4.096e+06, trn/neg_log_likelihood  1.576e+04, trn/neg_log_prior  4.081e+06, trn/lr  9.966e-08, val/acc 7.306e-01, val/nll 8.190e-01
[2023-02-05 12:05:13] [Epoch    20/  500] trn/posterior_energy  4.092e+06, trn/neg_log_likelihood  1.452e+04, trn/neg_log_prior  4.077e+06, trn/lr  9.963e-08, val/acc 7.294e-01, val/nll 8.506e-01
[2023-02-05 12:05:26] [Epoch    21/  500] trn/posterior_energy  4.087e+06, trn/neg_log_likelihood  1.292e+04, trn/neg_log_prior  4.074e+06, trn/lr  9.959e-08, val/acc 7.647e-01, val/nll 7.593e-01 (best_acc: 7.466e-01 -> 7.647e-01, test_acc: 7.570e-01, test_nll: 7.821e-01)
[2023-02-05 12:05:38] [Epoch    22/  500] trn/posterior_energy  4.083e+06, trn/neg_log_likelihood  1.145e+04, trn/neg_log_prior  4.072e+06, trn/lr  9.954e-08, val/acc 7.461e-01, val/nll 8.289e-01
[2023-02-05 12:05:50] [Epoch    23/  500] trn/posterior_energy  4.079e+06, trn/neg_log_likelihood  1.056e+04, trn/neg_log_prior  4.069e+06, trn/lr  9.950e-08, val/acc 7.408e-01, val/nll 8.758e-01
[2023-02-05 12:06:02] [Epoch    24/  500] trn/posterior_energy  4.076e+06, trn/neg_log_likelihood  9.641e+03, trn/neg_log_prior  4.066e+06, trn/lr  9.946e-08, val/acc 7.426e-01, val/nll 8.473e-01
[2023-02-05 12:06:14] [Epoch    25/  500] trn/posterior_energy  4.072e+06, trn/neg_log_likelihood  8.876e+03, trn/neg_log_prior  4.064e+06, trn/lr  9.941e-08, val/acc 7.544e-01, val/nll 8.248e-01
[2023-02-05 12:06:26] [Epoch    26/  500] trn/posterior_energy  4.069e+06, trn/neg_log_likelihood  8.185e+03, trn/neg_log_prior  4.061e+06, trn/lr  9.936e-08, val/acc 7.341e-01, val/nll 9.315e-01
[2023-02-05 12:06:38] [Epoch    27/  500] trn/posterior_energy  4.066e+06, trn/neg_log_likelihood  7.355e+03, trn/neg_log_prior  4.059e+06, trn/lr  9.931e-08, val/acc 7.238e-01, val/nll 9.803e-01
[2023-02-05 12:06:52] [Epoch    28/  500] trn/posterior_energy  4.063e+06, trn/neg_log_likelihood  6.664e+03, trn/neg_log_prior  4.057e+06, trn/lr  9.926e-08, val/acc 7.688e-01, val/nll 8.256e-01 (best_acc: 7.647e-01 -> 7.688e-01, test_acc: 7.671e-01, test_nll: 8.608e-01)
[2023-02-05 12:07:04] [Epoch    29/  500] trn/posterior_energy  4.060e+06, trn/neg_log_likelihood  6.027e+03, trn/neg_log_prior  4.054e+06, trn/lr  9.920e-08, val/acc 7.492e-01, val/nll 9.147e-01
[2023-02-05 12:07:16] [Epoch    30/  500] trn/posterior_energy  4.059e+06, trn/neg_log_likelihood  6.532e+03, trn/neg_log_prior  4.052e+06, trn/lr  9.914e-08, val/acc 7.479e-01, val/nll 8.967e-01
[2023-02-05 12:07:28] [Epoch    31/  500] trn/posterior_energy  4.057e+06, trn/neg_log_likelihood  6.376e+03, trn/neg_log_prior  4.050e+06, trn/lr  9.908e-08, val/acc 7.608e-01, val/nll 8.480e-01
[2023-02-05 12:07:41] [Epoch    32/  500] trn/posterior_energy  4.053e+06, trn/neg_log_likelihood  4.904e+03, trn/neg_log_prior  4.048e+06, trn/lr  9.902e-08, val/acc 7.637e-01, val/nll 8.788e-01
[2023-02-05 12:07:53] [Epoch    33/  500] trn/posterior_energy  4.052e+06, trn/neg_log_likelihood  5.123e+03, trn/neg_log_prior  4.046e+06, trn/lr  9.896e-08, val/acc 7.681e-01, val/nll 8.457e-01
[2023-02-05 12:08:05] [Epoch    34/  500] trn/posterior_energy  4.048e+06, trn/neg_log_likelihood  3.881e+03, trn/neg_log_prior  4.045e+06, trn/lr  9.890e-08, val/acc 7.633e-01, val/nll 9.201e-01
[2023-02-05 12:08:17] [Epoch    35/  500] trn/posterior_energy  4.047e+06, trn/neg_log_likelihood  4.217e+03, trn/neg_log_prior  4.043e+06, trn/lr  9.883e-08, val/acc 7.588e-01, val/nll 8.999e-01
[2023-02-05 12:08:29] [Epoch    36/  500] trn/posterior_energy  4.045e+06, trn/neg_log_likelihood  4.331e+03, trn/neg_log_prior  4.041e+06, trn/lr  9.876e-08, val/acc 7.475e-01, val/nll 9.483e-01
[2023-02-05 12:08:41] [Epoch    37/  500] trn/posterior_energy  4.044e+06, trn/neg_log_likelihood  4.198e+03, trn/neg_log_prior  4.039e+06, trn/lr  9.869e-08, val/acc 7.515e-01, val/nll 9.355e-01
[2023-02-05 12:08:55] [Epoch    38/  500] trn/posterior_energy  4.042e+06, trn/neg_log_likelihood  4.498e+03, trn/neg_log_prior  4.038e+06, trn/lr  9.862e-08, val/acc 7.725e-01, val/nll 8.363e-01 (best_acc: 7.688e-01 -> 7.725e-01, test_acc: 7.658e-01, test_nll: 8.522e-01)
[2023-02-05 12:09:07] [Epoch    39/  500] trn/posterior_energy  4.040e+06, trn/neg_log_likelihood  3.541e+03, trn/neg_log_prior  4.036e+06, trn/lr  9.854e-08, val/acc 7.707e-01, val/nll 8.700e-01
[2023-02-05 12:09:19] [Epoch    40/  500] trn/posterior_energy  4.038e+06, trn/neg_log_likelihood  3.493e+03, trn/neg_log_prior  4.035e+06, trn/lr  9.847e-08, val/acc 7.678e-01, val/nll 8.783e-01
[2023-02-05 12:09:31] [Epoch    41/  500] trn/posterior_energy  4.038e+06, trn/neg_log_likelihood  4.016e+03, trn/neg_log_prior  4.034e+06, trn/lr  9.839e-08, val/acc 7.665e-01, val/nll 8.770e-01
[2023-02-05 12:09:43] [Epoch    42/  500] trn/posterior_energy  4.036e+06, trn/neg_log_likelihood  3.606e+03, trn/neg_log_prior  4.032e+06, trn/lr  9.831e-08, val/acc 7.502e-01, val/nll 9.965e-01
[2023-02-05 12:09:55] [Epoch    43/  500] trn/posterior_energy  4.035e+06, trn/neg_log_likelihood  3.737e+03, trn/neg_log_prior  4.031e+06, trn/lr  9.823e-08, val/acc 7.711e-01, val/nll 8.552e-01
[2023-02-05 12:10:07] [Epoch    44/  500] trn/posterior_energy  4.034e+06, trn/neg_log_likelihood  3.790e+03, trn/neg_log_prior  4.030e+06, trn/lr  9.814e-08, val/acc 7.653e-01, val/nll 8.937e-01
[2023-02-05 12:10:19] [Epoch    45/  500] trn/posterior_energy  4.032e+06, trn/neg_log_likelihood  3.172e+03, trn/neg_log_prior  4.029e+06, trn/lr  9.806e-08, val/acc 7.614e-01, val/nll 9.222e-01
[2023-02-05 12:10:31] [Epoch    46/  500] trn/posterior_energy  4.031e+06, trn/neg_log_likelihood  3.785e+03, trn/neg_log_prior  4.027e+06, trn/lr  9.797e-08, val/acc 7.545e-01, val/nll 9.309e-01
[2023-02-05 12:10:43] [Epoch    47/  500] trn/posterior_energy  4.030e+06, trn/neg_log_likelihood  3.448e+03, trn/neg_log_prior  4.026e+06, trn/lr  9.788e-08, val/acc 7.701e-01, val/nll 8.739e-01
[2023-02-05 12:10:55] [Epoch    48/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  3.020e+03, trn/neg_log_prior  4.025e+06, trn/lr  9.779e-08, val/acc 7.559e-01, val/nll 9.387e-01
[2023-02-05 12:11:07] [Epoch    49/  500] trn/posterior_energy  4.028e+06, trn/neg_log_likelihood  3.251e+03, trn/neg_log_prior  4.024e+06, trn/lr  9.770e-08, val/acc 7.685e-01, val/nll 8.642e-01
[2023-02-05 12:11:19] [Epoch    50/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  3.011e+03, trn/neg_log_prior  4.023e+06, trn/lr  9.760e-08, val/acc 7.621e-01, val/nll 9.414e-01
[2023-02-05 12:11:33] [Epoch    51/  500] trn/posterior_energy  4.026e+06, trn/neg_log_likelihood  3.342e+03, trn/neg_log_prior  4.022e+06, trn/lr  9.750e-08, val/acc 7.730e-01, val/nll 8.554e-01 (best_acc: 7.725e-01 -> 7.730e-01, test_acc: 7.785e-01, test_nll: 8.552e-01)
[2023-02-05 12:11:45] [Epoch    52/  500] trn/posterior_energy  4.025e+06, trn/neg_log_likelihood  3.695e+03, trn/neg_log_prior  4.022e+06, trn/lr  9.741e-08, val/acc 7.466e-01, val/nll 1.001e+00
[2023-02-05 12:11:57] [Epoch    53/  500] trn/posterior_energy  4.024e+06, trn/neg_log_likelihood  2.848e+03, trn/neg_log_prior  4.021e+06, trn/lr  9.730e-08, val/acc 7.652e-01, val/nll 9.069e-01
[2023-02-05 12:12:09] [Epoch    54/  500] trn/posterior_energy  4.023e+06, trn/neg_log_likelihood  2.894e+03, trn/neg_log_prior  4.020e+06, trn/lr  9.720e-08, val/acc 7.707e-01, val/nll 8.647e-01
[2023-02-05 12:12:22] [Epoch    55/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  3.200e+03, trn/neg_log_prior  4.019e+06, trn/lr  9.710e-08, val/acc 7.741e-01, val/nll 8.522e-01 (best_acc: 7.730e-01 -> 7.741e-01, test_acc: 7.775e-01, test_nll: 8.569e-01)
[2023-02-05 12:12:36] [Epoch    56/  500] trn/posterior_energy  4.022e+06, trn/neg_log_likelihood  3.272e+03, trn/neg_log_prior  4.018e+06, trn/lr  9.699e-08, val/acc 7.821e-01, val/nll 8.375e-01 (best_acc: 7.741e-01 -> 7.821e-01, test_acc: 7.787e-01, test_nll: 8.456e-01)
[2023-02-05 12:12:50] [Epoch    57/  500] trn/posterior_energy  4.021e+06, trn/neg_log_likelihood  3.308e+03, trn/neg_log_prior  4.018e+06, trn/lr  9.688e-08, val/acc 7.852e-01, val/nll 8.424e-01 (best_acc: 7.821e-01 -> 7.852e-01, test_acc: 7.872e-01, test_nll: 8.214e-01)
[2023-02-05 12:13:02] [Epoch    58/  500] trn/posterior_energy  4.020e+06, trn/neg_log_likelihood  3.290e+03, trn/neg_log_prior  4.017e+06, trn/lr  9.677e-08, val/acc 7.841e-01, val/nll 8.151e-01
[2023-02-05 12:13:14] [Epoch    59/  500] trn/posterior_energy  4.019e+06, trn/neg_log_likelihood  2.853e+03, trn/neg_log_prior  4.016e+06, trn/lr  9.666e-08, val/acc 7.752e-01, val/nll 8.582e-01
[2023-02-05 12:13:26] [Epoch    60/  500] trn/posterior_energy  4.019e+06, trn/neg_log_likelihood  2.871e+03, trn/neg_log_prior  4.016e+06, trn/lr  9.655e-08, val/acc 7.431e-01, val/nll 1.014e+00
[2023-02-05 12:13:38] [Epoch    61/  500] trn/posterior_energy  4.018e+06, trn/neg_log_likelihood  3.092e+03, trn/neg_log_prior  4.015e+06, trn/lr  9.643e-08, val/acc 7.676e-01, val/nll 9.177e-01
[2023-02-05 12:13:50] [Epoch    62/  500] trn/posterior_energy  4.018e+06, trn/neg_log_likelihood  3.190e+03, trn/neg_log_prior  4.014e+06, trn/lr  9.631e-08, val/acc 7.666e-01, val/nll 8.982e-01
[2023-02-05 12:14:02] [Epoch    63/  500] trn/posterior_energy  4.017e+06, trn/neg_log_likelihood  2.914e+03, trn/neg_log_prior  4.014e+06, trn/lr  9.619e-08, val/acc 7.674e-01, val/nll 8.939e-01
[2023-02-05 12:14:15] [Epoch    64/  500] trn/posterior_energy  4.016e+06, trn/neg_log_likelihood  2.966e+03, trn/neg_log_prior  4.013e+06, trn/lr  9.607e-08, val/acc 7.711e-01, val/nll 8.743e-01
[2023-02-05 12:14:27] [Epoch    65/  500] trn/posterior_energy  4.016e+06, trn/neg_log_likelihood  2.653e+03, trn/neg_log_prior  4.013e+06, trn/lr  9.595e-08, val/acc 7.699e-01, val/nll 8.902e-01
[2023-02-05 12:14:39] [Epoch    66/  500] trn/posterior_energy  4.016e+06, trn/neg_log_likelihood  3.296e+03, trn/neg_log_prior  4.012e+06, trn/lr  9.583e-08, val/acc 7.710e-01, val/nll 8.911e-01
[2023-02-05 12:14:51] [Epoch    67/  500] trn/posterior_energy  4.015e+06, trn/neg_log_likelihood  2.909e+03, trn/neg_log_prior  4.012e+06, trn/lr  9.570e-08, val/acc 7.763e-01, val/nll 8.660e-01
[2023-02-05 12:15:03] [Epoch    68/  500] trn/posterior_energy  4.014e+06, trn/neg_log_likelihood  2.928e+03, trn/neg_log_prior  4.011e+06, trn/lr  9.557e-08, val/acc 7.654e-01, val/nll 8.985e-01
[2023-02-05 12:15:15] [Epoch    69/  500] trn/posterior_energy  4.014e+06, trn/neg_log_likelihood  2.937e+03, trn/neg_log_prior  4.011e+06, trn/lr  9.544e-08, val/acc 7.654e-01, val/nll 9.452e-01
[2023-02-05 12:15:27] [Epoch    70/  500] trn/posterior_energy  4.014e+06, trn/neg_log_likelihood  3.019e+03, trn/neg_log_prior  4.011e+06, trn/lr  9.531e-08, val/acc 7.595e-01, val/nll 9.856e-01
[2023-02-05 12:15:39] [Epoch    71/  500] trn/posterior_energy  4.013e+06, trn/neg_log_likelihood  2.992e+03, trn/neg_log_prior  4.010e+06, trn/lr  9.517e-08, val/acc 7.815e-01, val/nll 8.682e-01
[2023-02-05 12:15:51] [Epoch    72/  500] trn/posterior_energy  4.012e+06, trn/neg_log_likelihood  2.520e+03, trn/neg_log_prior  4.010e+06, trn/lr  9.504e-08, val/acc 7.691e-01, val/nll 8.960e-01
[2023-02-05 12:16:03] [Epoch    73/  500] trn/posterior_energy  4.012e+06, trn/neg_log_likelihood  2.595e+03, trn/neg_log_prior  4.009e+06, trn/lr  9.490e-08, val/acc 7.729e-01, val/nll 9.012e-01
[2023-02-05 12:16:17] [Epoch    74/  500] trn/posterior_energy  4.012e+06, trn/neg_log_likelihood  2.866e+03, trn/neg_log_prior  4.009e+06, trn/lr  9.476e-08, val/acc 7.900e-01, val/nll 8.173e-01 (best_acc: 7.852e-01 -> 7.900e-01, test_acc: 7.892e-01, test_nll: 7.991e-01)
[2023-02-05 12:16:31] [Epoch    75/  500] trn/posterior_energy  4.011e+06, trn/neg_log_likelihood  2.505e+03, trn/neg_log_prior  4.009e+06, trn/lr  9.462e-08, val/acc 7.918e-01, val/nll 8.181e-01 (best_acc: 7.900e-01 -> 7.918e-01, test_acc: 7.867e-01, test_nll: 8.332e-01)
[2023-02-05 12:16:43] [Epoch    76/  500] trn/posterior_energy  4.011e+06, trn/neg_log_likelihood  2.668e+03, trn/neg_log_prior  4.008e+06, trn/lr  9.448e-08, val/acc 7.782e-01, val/nll 8.681e-01
[2023-02-05 12:16:55] [Epoch    77/  500] trn/posterior_energy  4.011e+06, trn/neg_log_likelihood  2.927e+03, trn/neg_log_prior  4.008e+06, trn/lr  9.433e-08, val/acc 7.868e-01, val/nll 7.958e-01
[2023-02-05 12:17:07] [Epoch    78/  500] trn/posterior_energy  4.010e+06, trn/neg_log_likelihood  2.675e+03, trn/neg_log_prior  4.008e+06, trn/lr  9.419e-08, val/acc 7.899e-01, val/nll 8.251e-01
[2023-02-05 12:17:19] [Epoch    79/  500] trn/posterior_energy  4.010e+06, trn/neg_log_likelihood  2.640e+03, trn/neg_log_prior  4.007e+06, trn/lr  9.404e-08, val/acc 7.772e-01, val/nll 8.731e-01
[2023-02-05 12:17:31] [Epoch    80/  500] trn/posterior_energy  4.010e+06, trn/neg_log_likelihood  2.876e+03, trn/neg_log_prior  4.007e+06, trn/lr  9.389e-08, val/acc 7.864e-01, val/nll 7.986e-01
[2023-02-05 12:17:43] [Epoch    81/  500] trn/posterior_energy  4.010e+06, trn/neg_log_likelihood  2.737e+03, trn/neg_log_prior  4.007e+06, trn/lr  9.374e-08, val/acc 7.877e-01, val/nll 8.426e-01
[2023-02-05 12:17:55] [Epoch    82/  500] trn/posterior_energy  4.009e+06, trn/neg_log_likelihood  2.545e+03, trn/neg_log_prior  4.007e+06, trn/lr  9.359e-08, val/acc 7.804e-01, val/nll 8.580e-01
[2023-02-05 12:18:07] [Epoch    83/  500] trn/posterior_energy  4.009e+06, trn/neg_log_likelihood  2.831e+03, trn/neg_log_prior  4.006e+06, trn/lr  9.343e-08, val/acc 7.728e-01, val/nll 9.141e-01
[2023-02-05 12:18:19] [Epoch    84/  500] trn/posterior_energy  4.009e+06, trn/neg_log_likelihood  2.889e+03, trn/neg_log_prior  4.006e+06, trn/lr  9.328e-08, val/acc 7.854e-01, val/nll 8.183e-01
[2023-02-05 12:18:31] [Epoch    85/  500] trn/posterior_energy  4.008e+06, trn/neg_log_likelihood  2.454e+03, trn/neg_log_prior  4.006e+06, trn/lr  9.312e-08, val/acc 7.914e-01, val/nll 8.269e-01
[2023-02-05 12:18:42] [Epoch    86/  500] trn/posterior_energy  4.008e+06, trn/neg_log_likelihood  2.648e+03, trn/neg_log_prior  4.006e+06, trn/lr  9.296e-08, val/acc 7.835e-01, val/nll 8.693e-01
[2023-02-05 12:18:55] [Epoch    87/  500] trn/posterior_energy  4.008e+06, trn/neg_log_likelihood  2.740e+03, trn/neg_log_prior  4.006e+06, trn/lr  9.280e-08, val/acc 7.590e-01, val/nll 9.490e-01
[2023-02-05 12:19:07] [Epoch    88/  500] trn/posterior_energy  4.008e+06, trn/neg_log_likelihood  2.664e+03, trn/neg_log_prior  4.005e+06, trn/lr  9.263e-08, val/acc 7.857e-01, val/nll 8.451e-01
[2023-02-05 12:19:19] [Epoch    89/  500] trn/posterior_energy  4.008e+06, trn/neg_log_likelihood  2.664e+03, trn/neg_log_prior  4.005e+06, trn/lr  9.247e-08, val/acc 7.834e-01, val/nll 8.603e-01
[2023-02-05 12:19:33] [Epoch    90/  500] trn/posterior_energy  4.007e+06, trn/neg_log_likelihood  2.531e+03, trn/neg_log_prior  4.005e+06, trn/lr  9.230e-08, val/acc 7.994e-01, val/nll 7.962e-01 (best_acc: 7.918e-01 -> 7.994e-01, test_acc: 7.990e-01, test_nll: 8.147e-01)
[2023-02-05 12:19:45] [Epoch    91/  500] trn/posterior_energy  4.007e+06, trn/neg_log_likelihood  2.438e+03, trn/neg_log_prior  4.005e+06, trn/lr  9.213e-08, val/acc 7.994e-01, val/nll 8.259e-01
[2023-02-05 12:19:57] [Epoch    92/  500] trn/posterior_energy  4.007e+06, trn/neg_log_likelihood  2.363e+03, trn/neg_log_prior  4.005e+06, trn/lr  9.196e-08, val/acc 7.946e-01, val/nll 8.436e-01
[2023-02-05 12:20:09] [Epoch    93/  500] trn/posterior_energy  4.007e+06, trn/neg_log_likelihood  2.368e+03, trn/neg_log_prior  4.004e+06, trn/lr  9.179e-08, val/acc 7.864e-01, val/nll 8.483e-01
